-13749.2 -12681.9 -12271.5 11751.7 264.507 7104.11 -4223.92 -18648.7 -15649 20994.5 -12844.2 -22672 5185.03 -1538.84 17905.9 22875.9 -13201.5 6974.01 1360.53 17759.5 17679.1 16413.8 25501.8 
-77880.5 -71797.2 -69462.5 66549.5 1501.07 40241.8 -23913.4 -105599 -88627.4 118870 -72743.5 -128376 29352 -8715.9 101403 129535 -74736.6 39553 7689.59 100546 100121 92971.9 144408 
-66703.7 -61506.9 -59506.9 57004.7 1283.6 34469.4 -20486 -90455.6 -75913 101827 -62308.4 -109968 25147.6 -7465.26 86857.8 110961 -64023.8 33865.4 6591.31 86131.6 85757.9 79630.5 123699 
-78139 -72053.7 -69712.1 66779.9 1504.34 40378.3 -23999 -105966 -88929.1 119288 -72991.7 -128823 29458.9 -8744.68 101751 129987 -75003.6 39666.7 7723.14 100901 100463 93282.1 144911 
-64223.9 -59215.5 -57291 54884.3 1236.32 33185.5 -19721.9 -87088.2 -73089.9 98036.9 -59989.9 -105875 24209.4 -7187.5 83626.5 106830 -61641 32609.4 6345.81 82924.3 82568.4 76669.4 119097 
-60386.8 -55671.7 -53863.1 51602.5 1163.19 31204 -18542.7 -81880.8 -68719.2 92172 -56403.5 -99542 22761.6 -6758.67 78626.5 100442 -57951.7 30666.3 5963.85 77963.8 77631.8 72088.8 111975 
-52531.9 -48437.7 -46863.4 44894 1011.16 27144.7 -16133.3 -71235.1 -59783.9 80191.3 -49069.4 -86602.3 19803.5 -5878.15 68403.6 87384.9 -50420.7 26669.3 5192.42 67830.4 67537.4 62712.2 97418.2 
-14007.7 -12918.7 -12500 11973.4 268.428 7239.28 -4303.54 -18998.2 -15943.7 21387.7 -13085.2 -23095.5 5282.19 -1566.75 18242.3 23305.4 -13447.9 7109.93 1384.77 18089.9 18010.8 16723.5 25980 
5172.24 4775.98 4619.98 -4422.94 -98.5218 -2672.1 1590.02 7018.56 5889.04 -7903.53 4832.87 8534.81 -1952.61 578.868 -6739.26 -8610.38 4971.72 -2619.57 -513.731 -6685.29 -6651.94 -6175.31 -9599.28 
-2844.62 -2624.19 -2540.3 2431.89 54.5692 1468.97 -874.355 -3859.41 -3236.78 4343.66 -2657.35 -4691.45 1073.89 -317.294 3703.8 4733.92 -2731.65 1441.85 281.868 3674.36 3656.83 3394.55 5277.55 
-67636.2 -62362.2 -60335.3 57801.1 1300.86 34949.5 -20771.4 -91715.6 -76972.6 103246 -63178.4 -111500 25496 -7569.12 88068.8 112508 -64915.7 34341.1 6682.97 87331.7 86955.6 80743.7 125424 
33090.6 30510.6 29519.8 -28279.3 -637.202 -17099.9 10162.1 44872.1 37658.6 -50514.3 30911 54552.5 -12474.1 3703.53 -43088.3 -55045.1 31761.4 -16801.7 -3269.44 -42726.9 -42543.2 -39504.6 -61364.4 
-22598.8 -20834.9 -20158.7 19312.5 434.544 11676.8 -6940.09 -30644 -25718.4 34496.7 -21110 -37253.9 8518.67 -2529.53 29425.1 37589.3 -21688.3 11476.7 2232.83 29177.8 29053.9 26978.2 41906.8 
-59816.4 -55157.2 -53365.6 51120.3 1150.36 30909.9 -18371 -81117.1 -68076.2 91316.5 -55875.5 -98616.4 22552.3 -6693.21 77890.6 99504.8 -57417.2 30364.5 5913.01 77240.1 76905.1 71409.7 110931 
94951.2 87559.4 84714.2 -81148.8 -1826.2 -49065.6 29163.9 128766 108063 -144956 88695.7 156543 -35799.5 10625.3 -123644 -157955 91144.9 -48197.4 -9387.92 -122612 -122078 -113352 -176090 
117280 108148 104634 -100230 -2256.58 -60603.4 36020.3 159046 133475 -179044 109553 193354 -44218.1 13124.1 -152720 -195099 112577 -59532.6 -11593.3 -151447 -150786 -140009 -217500 
-72794.7 -67114.7 -64932.9 62206.2 1401.17 37614.2 -22353.3 -98708.4 -82842.5 111116 -67995.3 -119999 27439.3 -8146.6 94784.1 121083 -69862.4 36963.6 7190.91 93987.2 93586.3 86900.4 134985 
29580.3 27280.4 26395.9 -25283 -567.955 -15286.1 9087.27 40117.7 33668 -45163.8 27632.9 48773.1 -11155.1 3309.49 -38521.4 -49212.9 28398.7 -15012.8 -2926.74 -38203.4 -38034.7 -35315.1 -54863.9 
-1708.68 -1577.51 -1527.17 1462.14 33.1466 882.818 -526.489 -2318.94 -1945.82 2611.43 -1596.13 -2819.42 645.909 -190.269 2226.46 2845.12 -1642.96 864.31 169.446 2209.66 2197.88 2039.45 3172.17 
