299966 161856 -299776 -425094 19735.1 -236648 587084 -329621 215276 -252708 302337 320225 308814 
-621735 -335540 621180 881015 -40904.9 490341 -1.21668e+06 683148 -446390 523800 -626848 -663569 -639748 
-38629.6 -20842.8 38613.3 54748.7 -2542.85 30482.4 -75613.7 42451.3 -27715.2 32542.1 -38927.8 -41246.6 -39783.3 
-430327 -232229 429972 609799 -28313.5 339410 -842142 472843 -308932 362539 -433832 -459309 -442851 
299885 161892 -299491 -424890 19731 -236387 586723 -329468 215464 -252661 302508 319939 308317 
-533590 -287997 533052 756086 -35107.8 420763 -1.04413e+06 586278 -383187 449547 -538062 -569429 -548917 
-244695 -132156 244239 346635 -16105.4 192749 -478609 268793 -175982 206177 -247012 -260921 -251289 
-866.244 -475.52 841.475 1218.16 -54.3825 663.346 -1672.12 945.24 -646.128 734.32 -899.61 -903.278 -849.372 
573866 309681 -573414 -813210 37755 -452645 1.12306e+06 -630569 411949 -483463 578510 612538 590615 
192573 103882 -192522 -272934 12671.6 -151989 376969 -211633 138121 -162225 194011 205648 198393 
398007 214839 -397558 -563944 26191.5 -313800 778770 -437293 285882 -335324 401408 424691 409334 
