603581 225422 271426 -295946 336580 337896 144063 537594 361948 -129744 -18639 445023 -315308 -367936 330906 387080 129144 -115014 -463320 -332017 -123569 350029 -3344.57 -366331 -228717 51961.1 504285 396196 12001.9 
-167878 -62749.7 -75466.8 82314.5 -93585.6 -93958.5 -39984.5 -149542 -100700 36020.7 5236.64 -123783 87688.3 102372 -92009.8 -107691 -35857 31987 128882 92410.9 34319.3 -97317.3 950.869 101858 63527.5 -14367.6 -140264 -110174 -3338.54 
-387828 -144822 -174417 190160 -216283 -217124 -92603.7 -345422 -232555 83395.3 11952.1 -285944 202605 236400 -212634 -248704 -83008.6 73901.7 297698 213308 79422 -224927 2139.84 235399 147001 -33424.8 -324024 -254585 -7712.53 
-311337 -116271 -140009 152655 -173617 -174296 -74319.8 -277299 -186696 66932.5 9607.84 -229550 162642 189783 -170689 -199659 -66621.3 59325.9 238986 171252 63744.7 -180555 1723.59 188964 117987 -26813.2 -260117 -204368 -6191.4 
236953 88522.1 106543 -116184 132120 132640 56515.9 211056 142107 -50903.5 -7341.91 174709 -123780 -144460 129893 151974 50670 -45150.1 -181898 -130375 -48487.3 137396 -1322.9 -143798 -89747.2 20357.9 197974 155527 4712.25 
-2028.19 -768.045 -906.354 995.74 -1124.42 -1131.14 -467.739 -1809.93 -1222.82 423.314 72.1964 -1497.66 1058.33 1243.59 -1107.25 -1307.38 -422.38 386.76 1560.75 1129.76 404.885 -1169.06 15.5265 1224.86 750.65 -158.27 -1696.66 -1328.1 -40.1045 
495350 185075 222720 -242881 276186 277276 118112 441222 297087 -106389 -15369.5 365234 -258755 -302010 271532 317713 105900 -94387.4 -380265 -272576 -101340 287212 -2773.32 -300598 -187583 42522.9 413865 325121 9849.24 
-99433.9 -37124.3 -44720.5 48753.5 -55455 -55669.9 -23751.5 -88558 -59620.9 21389.1 3059.15 -73311 51945.3 60605.4 -54519.9 -63760.7 -21290.4 18946.8 76321.9 54680.1 20369.4 -57672.4 547.046 60356.1 37698.7 -8580.15 -83074.5 -65274.6 -1978.09 
-89945.3 -33617 -40435.6 44103.7 -50144 -50343.3 -21427.5 -80120.8 -53950.9 19303 2802.34 -66321 46983 54847.3 -49299.6 -57697.7 -19216.1 17138.3 69052.9 49509.7 18390 -52143.4 508.26 54574.7 34041.5 -7702.99 -75150.3 -59031.1 -1788.81 
134303 50090.8 60429.8 -65849.5 74931 75215.6 32163.3 119596 80499.9 -28953.5 -4079.67 99014.7 -70172.4 -81824.5 73664.4 86092.3 28816.2 -25595 -103073 -73791.7 -27560.2 77934.2 -719.033 -81556.2 -51005.9 11671.3 112205 88187.3 2671.18 
