-4.15618 -37.8755 36.6649 -8.16943 11.2529 26.1556 -5.53865 -15.5584 -86.7303 -8.33591 9.21235 -67.2499 -67.8325 -71.7691 -8.71122 65.2921 8.87619 64.0731 13.7451 41.5409 17.0454 -9.28205 -34.4375 
-0.577964 2.15911 -1.74566 -0.0671907 0.190346 -1.66195 0.665198 0.636067 5.31707 0.922392 -0.993201 5.49779 4.20827 4.55974 0.618868 -4.0902 -0.332614 -5.17207 -0.347319 -3.0323 -0.600999 0.61722 1.73165 
7.80657 79.6411 -78.1041 18.6719 -23.0161 -55.2579 13.4438 30.87 182.057 19.3119 -21.4065 140.763 142.556 149.838 19.6558 -137.151 -21.0336 -134.041 -29.1178 -88.8623 -33.2741 20.3998 69.3833 
-7.34968 -73.6032 71.264 -17.8593 19.9381 50.1937 -10.5752 -27.7203 -167.6 -16.8805 19.0078 -128.241 -130.227 -137.755 -17.4305 125.861 18.292 122.862 26.7595 80.3227 31.2575 -17.4205 -63.7967 
45.6316 496.844 -485.591 116.852 -140.224 -334.85 78.6813 191.977 1127.04 115.871 -129.401 870.199 873.213 927.549 117.258 -844.72 -124.292 -830.928 -176.474 -546.9 -209.047 120.428 433.352 
-3.98335 -49.2747 46.8699 -12.2122 14.2804 32.4195 -7.04567 -18.1569 -111.398 -10.9559 12.8366 -85.3521 -85.6927 -91.8882 -12.1288 82.5102 12.1711 81.0835 17.641 53.1363 19.9246 -12.0053 -42.9347 
10.3662 114.569 -113.434 26.8635 -32.276 -77.1651 18.217 44.1916 260.986 26.3125 -29.6829 202.472 203.602 216.417 27.9907 -196.579 -27.8632 -192.763 -42.1193 -127.155 -47.8944 27.2496 99.9899 
11.2844 126.803 -123.897 29.6931 -36.4613 -85.4215 19.9443 48.2412 287.701 29.7895 -33.7495 222.225 222.108 236.902 29.4574 -215.803 -31.6207 -212.696 -44.7905 -138.61 -53.3773 31.3656 111.038 
5.54794 63.213 -62.3875 15.6987 -17.4719 -42.3341 9.59491 24.5746 144.585 15.0182 -17.246 109.936 110.464 119.129 15.1566 -107.134 -15.88 -105.134 -22.2295 -68.9715 -26.4676 15.6694 54.2789 
6.37112 75.342 -73.8375 17.0117 -21.0832 -50.6333 12.5243 27.9732 170.016 17.6346 -18.734 131.002 131.699 140.269 17.0452 -127.482 -19.4931 -124.586 -27.0395 -82.7151 -31.4895 18.5757 64.2363 
-11.0385 -111.278 110.088 -25.6325 31.3161 75.0062 -16.896 -42.8601 -255.412 -25.4631 29.8757 -197.267 -196.975 -209.566 -26.0518 190.007 28.7575 188.352 39.9927 122.778 46.2897 -27.1034 -97.2751 
-31.1472 -354.941 346.721 -83.353 100.631 238.648 -54.8863 -136.359 -804.154 -83.1735 93.0011 -621.134 -622.72 -661.056 -84.9472 602.887 87.6079 592.637 127.156 389.204 148.566 -86.8244 -309.933 
-14.9776 -164.832 161.555 -38.6916 47.483 112.616 -26.9049 -64.9294 -376.849 -39.5491 42.4969 -290.544 -290.804 -309.316 -39.9508 281.357 41.2306 277.21 58.6221 182.82 69.8513 -40.8684 -143.973 
-2.41729 -23.9598 23.1461 -6.37503 7.05324 15.494 -3.01008 -9.58105 -55.6705 -5.40889 6.43872 -42.0891 -42.457 -44.3004 -5.23378 40.4223 5.39269 40.871 7.64222 27.1431 11.1094 -5.08533 -21.5796 
7.85491 88.6369 -86.223 19.9494 -25.5079 -59.9305 13.9272 34.214 200.931 19.9338 -23.359 156.537 156.688 165.703 20.6299 -150.34 -22.0252 -148.681 -31.8171 -98.4225 -38 20.7117 76.6249 
39.976 446.638 -436.146 105.228 -126.493 -300.083 70.8202 172.723 1011.93 105.221 -116.942 779.976 782.188 832.316 105.089 -757.891 -110.926 -744.831 -158.62 -489.518 -187.538 108.409 387.758 
14.6998 164.575 -160.773 38.8221 -46.4512 -110.527 25.0025 63.0168 374.526 38.3148 -42.9895 289.189 291.128 309.444 40.3079 -281.613 -41.8986 -277.157 -58.285 -182.259 -70.0491 39.184 144.299 
1.73482 8.40581 -8.13955 1.82038 -3.11974 -4.96486 0.992117 3.05829 19.2225 2.65418 -3.17997 15.0978 16.0042 17.3032 2.99954 -15.613 -2.95028 -15.0375 -3.92427 -9.27392 -3.64164 2.54407 7.51754 
-1.57727 -13.4036 13.3905 -4.0407 2.89566 9.04943 -2.69875 -5.0316 -30.9563 -2.48785 2.60306 -22.9382 -23.1869 -24.79 -3.56041 22.5654 3.29306 21.937 3.81591 15.4441 4.81349 -2.99825 -10.9284 
