-840733 -85606.4 104721 436395 397141 -842988 195382 -205344 -53278.1 1.22638e+06 -869842 882858 641653 808756 -741441 495087 142692 605154 222624 
1.20901e+06 123198 -150626 -627648 -570922 1.21235e+06 -280912 295430 76930.2 -1.76375e+06 1.25095e+06 -1.26958e+06 -922826 -1.16304e+06 1.06649e+06 -711942 -205075 -870139 -320247 
190866 19240.4 -23703.5 -98872.2 -90538.8 191161 -44467.8 46333.2 11440.1 -278059 197306 -200441 -145451 -183566 167772 -112425 -32648.9 -137586 -50320 
533639 54365.4 -66479 -277023 -252020 535104 -123997 130381 33915.3 -778477 552142 -560374 -407309 -513348 470699 -314244 -90532.8 -384080 -141338 
-1.22781e+06 -125080 152956 637376 579870 -1.23117e+06 285302 -299974 -78008.9 1.79112e+06 -1.27038e+06 1.28933e+06 937140 1.18112e+06 -1.08298e+06 723020 208311 883708 325189 
996592 101390 -124102 -517208 -470934 999168 -231652 243285 62862.3 -1.45358e+06 1.03102e+06 -1.04653e+06 -760509 -958670 878648 -586882 -169261 -717431 -263796 
559446 56902.5 -69661.5 -290325 -264390 560878 -130049 136549 35241.1 -815953 578763 -587481 -426903 -538155 493198 -329454 -95034.8 -402752 -148069 
941566 95937.6 -117303 -488800 -444646 944163 -218778 230066 59887.2 -1.37359e+06 974223 -988740 -718682 -905767 830549 -554456 -159722 -677665 -249397 
-569759 -57914.3 70931.5 295639 269334 -571176 132465 -139013 -35770.6 830927 -589399 598312 434731 548068 -502187 335531 96832 410211 150756 
446438 45199 -55513 -231466 -211390 447347 -103898 108660 27419.4 -650745 461672 -468824 -340434 -429406 392980 -262934 -76110.6 -321611 -117922 
-605455 -61639.6 75411.9 314260 286021 -607067 140711 -147865 -38336.2 883164 -626409 635792 462076 582425 -533923 356539 102774 435812 160313 
-1.08142e+06 -109893 134619 561100 511260 -1.08407e+06 251440 -263808 -67793.6 1.57706e+06 -1.11867e+06 1.13561e+06 825098 1.04024e+06 -953078 636851 183831 778623 286108 
705993 71914.7 -87947.7 -366486 -333438 707919 -164052 172478 44837.2 -1.02989e+06 730463 -741365 -538852 -679147 622696 -415740 -119786 -508140 -186977 
-472137 -47906.9 58748.1 244898 223350 -473217 109816 -115072 -29360 688403 -488340 495804 360152 454146 -415905 278055 80351.5 340014 124830 
-379806 -38712.4 47323.1 197186 179332 -380871 88241.4 -92826.3 -24206.3 554100 -392992 398834 289917 365369 -335067 223653 64410.1 273340 100617 
581650 59201.8 -72439.8 -301890 -274803 583182 -135186 142028 36778.3 -848412 601768 -610796 -443892 -559522 512888 -342523 -98752.3 -418693 -153992 
381789 38723.5 -47499.2 -198019 -180645 382645 -88812.4 93025.7 23681.7 -556639 394878 -400929 -291214 -367237 336269 -224850 -64998.3 -274967 -100924 
