54790.2 -200606 -113399 -29388.2 -56899.3 144973 11385.1 -10981.9 -162618 -144202 106693 112381 59951.7 
-38162.2 139731 78990.2 20473.9 39630 -100981 -7932.6 7645.18 113266 100445 -74310.4 -78280.5 -41754.8 
-165478 605839 342427 88710.3 171868 -437829 -34352.2 33217.6 491163 435492 -322306 -339381 -181102 
-165934 607524 343402 88977.5 172330 -439046 -34462.9 33283.6 492505 436707 -323160 -340333 -181582 
-285504 1.0452e+06 590670 152954 296579 -755358 -59194 57417.3 847464 751306 -556229 -585465 -312538 
-82558.7 302274 170870 44280.3 85736.2 -218447 -17155.2 16548.6 245034 217284 -160768 -169337 -90335.5 
228764 -837514 -473342 -122601 -237617 605260 47462.6 -45958.9 -679020 -602023 445621 469148 250391 
29310.2 -107302 -60634.5 -15697.6 -30449.9 77546.5 6073.33 -5898.79 -87008 -77129.8 57111.6 60103.8 32089.7 
-287675 1.05318e+06 595224 154164 298811 -761122 -59678.3 57804.1 853887 757051 -560390 -589955 -314878 
158623 -580704 -328174 -84982.5 -164774 419671 32890.2 -31895.6 -470840 -417419 309028 325281 173638 
-163121 597167 337472 87387.4 169448 -431566 -33819.5 32807.1 484192 429251 -317799 -334499 -178567 
