-24918.7 2450.69 -34209.5 12342.4 -16545.7 40830.6 19664.9 -1908.16 42101.1 -1079.45 29914.3 -19714.5 24453.8 35830.2 23038.3 47146.1 -1621.82 
-24279.4 2384 -33330.6 12025.1 -16111.2 39787 19151 -1863.06 41019.4 -1048.07 29139.1 -19205.6 23815.2 34908.8 22454.5 45932.2 -1580 
-33351.1 3275.81 -45784.2 16517.9 -22137 54650.3 26313.5 -2557.01 56344.2 -1442.09 40032.2 -26384.2 32721.1 47952.1 30839.6 63095.7 -2170.97 
85.5201 -7.60274 117.103 -43.01 54.1254 -141.114 -63.5323 8.73788 -144.081 3.68967 -100.966 66.2701 -79.1086 -121.45 -81.3931 -161.096 6.39577 
-39431.5 3870.27 -54129.8 19529.8 -26165.8 64614.8 31102.5 -3026.04 66615.5 -1701.64 47324.6 -31189.8 38676 56691 36466.3 74595.5 -2565.47 
24447.2 -2396 33561 -12107.4 16210.1 -40064.8 -19272.4 1881.04 -41300 1051.93 -29332.4 19333.5 -23964.7 -35146.2 -22618.5 -46241.2 1590.9 
-33314.2 3270.78 -45734.4 16499.5 -22107.6 54592.9 26280 -2555.7 56282.8 -1439.04 39985 -26352.3 32677.9 47897.8 30809.9 63025.1 -2167.28 
-39719.2 3900.86 -54526.3 19671.7 -26359.8 65086.1 31333.2 -3046.33 67103.7 -1714.62 47672.7 -31420.5 38963.2 57106.8 36730.6 75142.4 -2585.29 
25693.5 -2521.07 35271.8 -12725.4 17046.2 -42104.3 -20263.2 1972.73 -43407.1 1108.37 -30834.4 20322.2 -25198.2 -36940.3 -23765.2 -48604.3 1672.5 
51964.8 -5101.6 71336 -25736.4 34481 -85153.2 -40987.9 3989.18 -87789.3 2243.64 -62365.6 41105.3 -50968.6 -74710.9 -48058 -98305 3381.19 
-64216.3 6303.46 -88156 31804.8 -42609.9 105231 50650.5 -4929.64 108488 -2770.82 77068.9 -50794.6 62984.3 92324.9 59389.8 121479 -4177.89 
-57690.3 5660.35 -79197.8 28573.8 -38273.2 94539.5 45497.8 -4430.31 97461.6 -2487.98 69232.5 -45632.1 56576.1 82941.4 53360.2 109134 -3754.41 
-24934.2 2450.72 -34229 12348.6 -16554.8 40855.7 19675.1 -1911.26 42125.3 -1078.44 29930.3 -19725.4 24467.3 35850.3 23052.8 47174.4 -1623.42 
