-87721.5 -5604.61 -113941 3602.01 -2455.63 75791.1 -116895 66540.4 -132679 7271.57 78791.6 46938.3 -59892.4 
11555.5 741.121 15010 -475.459 325.147 -9986.35 15398.8 -8763.76 17476 -959.483 -10375.8 -6180.97 7891.6 
-84197.2 -5426.47 -109379 3461.17 -2388.21 72785.4 -112219 63815.8 -127302 7028.28 75554.3 45008.5 -57510.5 
-31589.7 -2012.71 -41029.6 1296.13 -880.091 27287.5 -42092.1 23969.7 -47784 2611.97 28384.1 16908.5 -21565.4 
89299.7 5701 115992 -3668.03 2496.56 -77150 118997 -67744.8 135071 -7397.61 -80218.6 -47787.9 60967.1 
-12028.8 -774.072 -15625.7 495.164 -340.88 10397.7 -16030.6 9116.47 -18187.3 1004.78 10793.9 6429.01 -8214.98 
58283.6 3735.79 75709.2 -2394.35 1638.75 -50366.4 77671.4 -44198.1 88143.3 -4843.02 -52334.1 -31176 39799.9 
95600.4 6102.06 124174 -3926.6 2671.66 -82592 127391 -72525.5 144601 -7916.81 -85880.7 -51160.8 65267.8 
-1364.74 -86.3362 -1771.34 55.5284 -38.51 1179.3 -1817.7 1035.32 -2064.29 112.292 1225.67 730.045 -931.298 
54931.5 3533.84 71359.3 -2256.7 1554.19 -47482.1 73210.5 -41640.8 83060 -4580.06 -49300.9 -29368.9 37518.5 
-19141.7 -1212.2 -24860.6 785.147 -527.722 16529.2 -25505.1 14532.8 -28963.2 1574.14 17211.3 10253.1 -13063.8 
