-1 1.34411
-1 1.38459
-1 1.30536
-1 1.50712
-1 1.5105
-1 1.43604
-1 1.3237
-1 1.21285
-1 1.06233
-1 0.910714
-1 0.436444
-1 0.919246
-1 0.999475
-1 1.11849
-1 1.03711
-1 1.19591
-1 1.31516
-1 1.3951
-1 1.4358
-1 1.43687
-1 1.27772
-1 1.47823
-1 1.55867
-1 1.5999
-1 1.60266
-1 1.52742
-1 1.49416
-1 1.42225
-1 1.1101
-1 0.475912
-1 1.19917
-1 1.08002
-1 1.24009
-1 1.24029
-1 1.28104
-1 1.24207
-1 1.28304
-1 1.32367
-1 1.48416
-1 1.68482
-1 1.40563
-1 1.56649
-1 1.44693
-1 1.5673
-1 1.64817
-1 1.69041
-1 1.53445
-1 1.46018
-1 1.34672
-1 1.11273
-1 0.716769
-1 1.11851
-1 1.23839
-1 1.31772
-1 1.31727
-1 1.27718
-1 1.39718
-1 1.47695
-1 1.55628
-1 1.47494
-1 1.75308
-1 1.79088
-1 1.66883
-1 1.98761
-1 1.90776
-1 1.78977
-1 1.79362
-1 1.6787
-1 1.44395
-1 1.00782
-1 1.28955
-1 1.32908
-1 1.40736
-1 1.48526
-1 1.56334
-1 1.60172
-1 1.60019
-1 1.83867
-1 1.75693
-1 2.15507
-1 1.7527
-1 2.15
-1 2.10687
-1 2.18391
-1 2.18166
-1 2.26064
-1 2.14121
-1 2.14329
-1 1.90594
-1 1.7479
-1 1.30766
-1 1.82514
-1 1.98115
-1 2.09729
-1 2.09443
-1 1.97247
-1 2.17094
-1 2.24934
-1 2.40748
-1 2.16496
-1 2.60197
-1 2.55852
-1 2.59502
-1 2.51163
-1 2.70871
-1 2.58652
-1 2.62543
-1 2.46515
-1 2.42514
-1 2.02421
-1 2.2619
-1 2.25785
-1 2.29269
-1 2.56737
-1 2.64264
-1 2.67891
-1 2.67608
-1 2.91385
-1 2.87165
-1 3.06897
-1 2.66492
-1 3.2196
-1 3.2533
-1 3.28707
-1 3.36169
-1 3.23755
-1 3.31493
-1 3.27367
-1 3.11303
-1 2.59162
-1 2.78859
-1 3.02393
-1 3.05868
-1 3.134
-1 3.17043
-1 3.16808
-1 3.36665
-1 3.28536
-1 3.24328
-1 2.9995
-1 3.83462
-1 3.66939
-1 3.70508
-1 3.58172
-1 3.49907
-1 3.53695
-1 3.4954
-1 3.33432
-1 3.25333
-1 2.81162
-1 3.129
-1 2.96543
-1 3.04179
-1 3.19887
-1 3.15723
-1 3.19691
-1 2.99722
-1 2.99744
-1 3.1572
-1 3.43676
-1 3.03607
-1 3.15507
-1 3.11333
-1 3.07101
-1 3.06852
-1 3.02652
-1 2.94562
-1 2.94603
-1 2.50698
-1 2.30733
-1 2.10576
-1 2.30212
-1 2.45732
-1 2.53275
-1 2.56949
-1 2.4879
-1 2.72785
-1 2.60843
-1 2.4484
-1 2.24658
-1 2.92304
-1 2.83834
-1 2.83369
-1 2.78949
-1 2.70589
-1 2.78312
-1 2.66134
-1 2.54061
-1 2.30047
-1 2.26043
-1 1.97971
-1 1.97821
-1 2.13622
-1 2.09444
-1 2.13358
-1 2.09387
-1 2.21529
-1 2.17712
-1 2.01829
-1 1.69757
-1 2.41508
-1 2.37133
-1 2.28766
-1 2.36461
-1 2.16232
-1 2.24099
-1 2.16057
-1 1.92085
-1 1.80122
-1 1.52076
-1 1.51898
-1 1.55595
-1 1.6725
-1 1.70956
-1 1.78784
-1 1.74745
-1 1.78807
-1 1.86894
-1 1.78911
-1 1.54783
-1 2.30541
-1 2.10221
-1 2.09923
-1 2.09664
-1 2.09454
-1 2.09311
-1 1.97232
-1 1.81187
-1 1.61122
-1 1.68995
-1 1.44783
-1 1.56516
-1 1.64253
-1 1.68073
-1 1.80046
-1 1.72171
-1 1.76401
-1 1.6864
-1 1.76796
-1 1.52804
-1 2.20722
-1 2.04612
-1 2.00559
-1 1.96572
-1 1.92622
-1 1.72685
-1 1.76755
-1 1.64826
-1 1.48896
-1 1.44942
-1 1.12925
-1 1.32857
-1 1.36777
-1 1.36759
-1 1.44873
-1 1.4113
-1 1.57522
-1 1.41964
-1 1.42345
-1 1.02538
-1 1.86565
-1 1.7047
-1 1.70373
-1 1.70306
-1 1.62273
-1 1.62289
-1 1.62379
-1 1.46547
-1 1.42783
-1 1.06999
-1 0.991239
-1 1.03128
-1 1.19063
-1 1.27023
-1 1.31091
-1 1.3929
-1 1.31564
-1 1.27835
-1 1.36046
-1 1.80226
-1 1.68404
-1 1.68604
-1 1.56786
-1 1.6093
-1 1.69059
-1 1.65234
-1 1.57495
-1 1.33828
-1 1.26169
-1 0.984169
-1 0.90511
-1 1.06466
-1 1.22368
-1 1.30324
-1 1.38397
-1 1.22577
-1 1.42823
-1 1.51098
-1 1.63406
-1 1.75762
-1 1.76156
-1 1.64549
-1 1.64897
-1 1.65176
-1 1.57417
-1 1.65693
-1 1.58066
-1 1.42553
-1 1.03078
-1 0.915302
-1 0.758263
-1 0.959883
-1 1.081
-1 1.08249
-1 0.964751
-1 1.12782
-1 1.29171
-1 1.33639
-1 1.38158
-1 1.34654
-1 1.27047
-1 1.43308
-1 1.59451
-1 1.47538
-1 1.55637
-1 1.39794
-1 1.52069
-1 1.44464
-1 1.04908
-1 0.692763
-1 0.854957
-1 1.05584
-1 1.0965
-1 1.0578
-1 1.14006
-1 1.1431
