-17877.8 -17477.1 -16608.8 -15724.7 -14850.4 -13969.1 -13093.6 -12228.4 -11369.8 -10502.3 -9537.39 -8692.3 -7854.53 -7012.93 -6149.09 -5281.18 -4412.85 -3547.17 -2682.68 -1764.16 
-3691.06 -3675.16 -3471.32 -3263.73 -3059.55 -2851.81 -2646.12 -2441.91 -2237.29 -2039.71 -1809.7 -1618.04 -1422.5 -1224.53 -1019.79 -816.151 -610.38 -405.465 -198.361 23.5002 
8094.61 7888.07 7614.09 7335.77 7057.02 6777.23 6500.9 6226.75 5953.35 5670.51 5366.79 5087.08 4815.07 4544.03 4268.86 3990.54 3711.84 3435.52 3159.6 2866.71 
-20176.6 -19899.8 -18633.4 -17341.1 -16065.7 -14779.3 -13502.1 -12233.8 -10979.9 -9734.77 -8312.51 -7115.06 -5907.86 -4688.84 -3430.11 -2171.43 -908.549 352.994 1618.25 2967.76 
-14896.6 -14786.8 -13784.9 -12760 -11749.7 -10726.9 -9713.47 -8701.47 -7705.22 -6721.02 -5587.68 -4644.73 -3691.54 -2726.99 -1727.54 -730.486 271.297 1270.87 2277.57 3356.41 
-11166.9 -10995.1 -10393.8 -9780.65 -9174.41 -8561.68 -7955.51 -7354.08 -6758.59 -6154.97 -5472.66 -4889.3 -4314.72 -3736.29 -3140.91 -2542.45 -1943.2 -1345.39 -744.108 -96.2845 
-8170.38 -8421.97 -7662.31 -6877.2 -6106.27 -5324.37 -4551.1 -3775.98 -3016.53 -2250.57 -1343.88 -637.905 77.5493 794.817 1546.06 2298.48 3054.16 3811.32 4575.37 5431.83 
2491.81 2645.33 2381.78 2109.49 1841.69 1570.79 1301.48 1032.37 766.435 502.769 182.63 -59.6223 -306.005 -555.327 -817.279 -1078.19 -1341.93 -1605.67 -1873.42 -2175.47 
27385.5 26962.9 25100.8 23203.7 21332.1 19447.6 17575.4 15719.8 13884.2 12066.1 9988.99 8235.23 6467.7 4681.59 2836.1 989.194 -859.273 -2706.72 -4558.54 -6529.31 
2791.4 2714.74 2587.28 2456.82 2328.37 2198.87 2070.38 1943.18 1816.08 1691.72 1553.35 1430.85 1306.28 1180.69 1052.19 924.282 795.901 667.101 537.754 405.226 
4633.55 4360.02 4219.56 4079.38 3939.63 3801.53 3661.36 3527.32 3391.9 3258.63 3128.04 2982.35 2844.62 2701.25 2559.74 2418.14 2274.68 2135.57 1998.31 1868.98 
