-3.80229e+07 3.00996e+07 3.73689e+07 6.49148e+07 1.82957e+08 -1.11182e+08 -1.0054e+08 6.6941e+07 2.20851e+08 -2.58779e+07 2.14217e+07 2.71517e+07 2.60141e+07 4.13708e+07 6.90639e+07 -2.29645e+08 2.57636e+08 1.34365e+07 -2.5074e+07 -6.75435e+07 -1.84845e+07 3.06042e+07 -3.69946e+07 2.51942e+08 3.0312e+08 7.06887e+07 -3.73746e+08 2.10842e+08 -1.37746e+08 2.77897e+07 2.53364e+07 1.26993e+06 -4.11673e+06 1.51755e+08 1.22015e+07 2.1218e+08 5.29538e+07 -931682 4.52563e+07 -2.89872e+07 2.93149e+08 -1.39275e+08 -5.18675e+08 2.84333e+08 1.48459e+08 -3.12741e+07 -1.06897e+08 -1.67347e+08 4.35025e+07 -4.29339e+07 -1.28019e+08 1.84808e+08 7.20425e+07 6.13974e+07 -2.25006e+07 -1.41968e+06 -5.83431e+07 2.80611e+08 3.46045e+08 -1.27796e+07 -3.11433e+07 1.10256e+08 -1.17242e+08 5.43219e+07 1.05e+08 7.66945e+07 1.87346e+07 -4.08667e+07 2.90266e+07 3.63813e+07 -6.36466e+07 2.74562e+07 2.50131e+07 -2.99657e+08 -3.52063e+08 2.45127e+08 6.95362e+07 2.29891e+08 -6.66012e+07 -1.39093e+07 -2.8626e+07 1.59423e+08 -7.70151e+06 2.38537e+08 2.14186e+08 -1.39949e+08 -3.89347e+07 -8.0486e+07 4.50264e+06 -2.71613e+07 1.61053e+08 3.49507e+07 2.88661e+07 -2.54067e+07 -1.66664e+07 5.03169e+07 -2.92096e+07 -5.44582e+07 1.39322e+08 -3.72452e+07 -3.12301e+07 
1.21945e+08 -1.21812e+08 -1.59892e+08 -2.58422e+07 2.57391e+08 -3.23781e+08 1.96138e+08 4.19018e+08 -3.44351e+08 1.26963e+08 -6.63051e+07 -1.34545e+08 -1.26683e+08 -2.55096e+08 9.74961e+06 -1.6967e+08 3.27332e+07 -1.11494e+08 1.34829e+08 -1.2585e+08 -1.27116e+08 -1.27812e+08 1.3019e+08 -1.80178e+08 -1.22354e+07 -8.64613e+07 -1.69682e+08 3.36141e+06 -2.15646e+08 -6.56739e+07 -1.27519e+08 -3.66279e+07 2.74353e+08 1.07061e+08 -1.26582e+08 5.8518e+07 -3.35326e+08 7.66225e+07 3.39719e+08 3.06087e+08 8.8856e+07 6.17272e+07 4.08626e+08 -6.3109e+07 -1.24117e+08 1.50604e+08 -6.10933e+07 -4.26965e+07 5.99889e+07 -2.96237e+07 -2.28674e+07 4.47632e+07 -4.22526e+07 3.25976e+08 -640559 2.83399e+08 1.50327e+08 -2.47261e+08 -1.86495e+08 -2.85479e+08 1.40011e+08 1.18108e+08 3.54001e+06 3.72637e+08 -1.09512e+08 2.72761e+08 3.12854e+08 -1.73512e+08 -1.26453e+08 -1.90776e+08 1.10684e+08 -1.13657e+08 -1.27233e+08 9.0649e+07 -2.65341e+08 -3.18354e+07 -4.00101e+07 -1.65798e+08 -1.18627e+08 3.32552e+07 1.85733e+08 1.0138e+08 -9.4249e+07 9.60957e+07 -648196 1.6293e+08 1.4081e+08 -4.08952e+07 -5.06573e+07 -3.78651e+08 3.12034e+07 9.71733e+07 -1.66923e+08 1.21883e+08 5.45627e+06 -1.11457e+08 1.25982e+08 -1.69165e+08 1.91299e+08 2.47217e+08 1.03006e+08 
6.13252e+06 -3.85766e+07 -2.72964e+07 2.91999e+07 -1.11615e+08 -5.70706e+08 5.22904e+08 3.9008e+08 3.70664e+07 1.1679e+07 -3.83514e+08 -2.21745e+07 -7.30648e+06 1.73349e+08 3.51629e+08 -4.87007e+08 1.84565e+08 -1.00712e+07 2.20182e+07 3.63106e+08 3.55165e+08 1.95742e+06 4.86098e+07 -7.69713e+06 1.42265e+08 2.89977e+08 -1.53511e+08 6.30262e+08 -5.06773e+08 6.55351e+07 -1.12729e+07 -5.07898e+07 9.24572e+07 -1.1157e+08 -7.36668e+07 9.334e+07 -3.51171e+08 1.58674e+07 4.3745e+08 1.94076e+08 -4.04064e+07 -2.73415e+08 1.2066e+08 3.86446e+08 -2.55152e+08 2.38588e+07 -1.90188e+08 3.23116e+07 -3.11385e+08 -1.35859e+08 1.69129e+08 -2.99788e+07 -2.3249e+07 4.87118e+08 2.30584e+07 2.01494e+08 1.31751e+08 -3.47657e+07 -3.41473e+07 -5.52415e+08 5.71219e+07 2.65995e+08 -1.89949e+08 2.04771e+08 -9.08847e+07 6.13601e+08 3.40503e+08 -3.4609e+08 -3.88741e+06 -1.13835e+08 2.20368e+08 4.027e+07 -2.53099e+07 -1.54954e+08 -4.35904e+07 -7.97333e+07 3.43181e+08 -4.07445e+07 4.53039e+07 4.77258e+08 9.53284e+07 4.22317e+08 6.24149e+07 4.46374e+08 -1.74912e+07 1.36422e+07 5.41528e+07 9.58892e+07 -2.68136e+07 -4.27596e+08 2.55385e+08 2.96236e+07 -6.49605e+07 4.53744e+07 4.27228e+08 1.17178e+08 9.75185e+06 -5.52182e+08 -6.05959e+07 -2.34061e+08 -1.14832e+07 
-8.9272e+07 3.78402e+07 5.36183e+07 -6.12424e+07 -1.42095e+08 -1.03962e+08 -1.20392e+08 7.73257e+07 5.785e+08 -9.42906e+07 -1.15963e+08 8.90568e+07 9.71545e+07 7.43527e+08 2.58468e+08 -3.9054e+08 7.93076e+08 8.49195e+07 -8.46581e+07 1.37615e+08 1.72433e+08 8.61913e+07 -4.79035e+07 7.29861e+08 2.87085e+08 1.47629e+08 -5.4226e+08 3.74579e+07 -4.15759e+07 2.87107e+08 9.52783e+07 -222622 -1.01099e+08 -1.81933e+08 8.16975e+07 1.72661e+08 -3.65337e+08 -3.93235e+08 3.246e+06 -8.67788e+07 7.06358e+07 -6.95558e+08 -2.42346e+08 5.42286e+08 -8.45207e+07 -5.72109e+07 -1.82879e+08 -4.74565e+08 -1.25955e+08 3.40891e+07 1.18734e+08 2.92627e+08 -7.1013e+07 9.69834e+07 -2.23381e+07 -1.04888e+07 -5.96412e+07 4.04333e+08 7.93548e+08 -1.08481e+08 -5.96485e+07 2.14097e+08 -5.40554e+08 4.60959e+08 1.18566e+08 1.58106e+08 1.3046e+07 -4.5313e+08 9.27864e+07 7.1383e+07 6.34826e+08 4.32892e+07 1.09818e+08 -4.49371e+08 -2.53467e+08 2.17681e+07 2.91142e+08 1.2645e+08 -2.91606e+08 -1.43459e+08 -7.26662e+07 1.19149e+08 -5.95962e+07 2.89048e+08 -4.09743e+07 -4.81292e+07 -6.15739e+07 -4.29261e+08 5.76225e+07 -3.55277e+08 2.96815e+08 5.58968e+08 5.32507e+07 -5.01491e+07 1.07127e+08 1.89654e+07 -9.73945e+07 2.24244e+07 -9.87006e+06 -6.50442e+08 -1.0499e+08 
-1.3972e+07 -1.49549e+08 -1.10051e+08 1.43886e+08 2.51299e+08 -7.93459e+08 9.26491e+08 5.26614e+08 4.18157e+08 -2.02883e+07 -8.36026e+08 -3.11867e+07 1.62804e+07 1.34568e+08 9.23794e+08 -1.32097e+09 4.24495e+08 -7.87811e+06 5.24919e+07 2.78213e+08 3.75656e+08 3.18943e+07 9.73829e+07 2.79542e+08 3.10689e+08 2.33031e+08 -1.61454e+09 8.75445e+08 -5.09212e+08 1.8948e+08 1.38024e+07 -2.1557e+08 -2.61618e+08 3.64008e+08 -8.82926e+07 8.55377e+08 -3.89996e+08 9.74747e+07 3.95109e+08 8.21306e+07 6.24071e+08 -4.2158e+08 -1.02576e+09 1.13447e+09 -5.41958e+08 2.11819e+08 -5.62697e+08 2.80989e+08 -3.6258e+08 -4.59255e+08 2.29016e+08 4.42057e+08 7.50403e+07 5.87658e+08 -3.36338e+06 2.15649e+08 -1.74754e+08 1.80321e+08 2.16175e+08 -7.52381e+08 1.10961e+08 6.18099e+08 -3.27044e+08 8.65514e+08 2.0405e+08 8.59556e+08 5.28884e+08 -7.73901e+08 2.40108e+07 -2.64073e+08 2.72243e+08 985797 -1.32921e+08 -8.18442e+08 -1.07482e+09 2.39593e+08 1.1642e+09 8.64397e+08 -3.34474e+08 -9.9774e+07 2.91255e+08 1.07258e+09 2.0542e+08 7.76493e+08 5.05962e+08 -4.64109e+08 1.45946e+08 4.32938e+08 -1.90024e+08 -5.68742e+08 4.4396e+08 1.84568e+08 -2.22385e+08 1.89914e+08 1.03344e+09 1.42156e+08 -2.05266e+07 -1.00065e+09 1.39553e+08 -1.18442e+08 -1.06633e+08 
1.09815e+07 -5.84456e+07 -2.63317e+07 2.12892e+07 5.89186e+07 -3.91487e+08 -7.35676e+07 1.90186e+08 4.08399e+08 3.1744e+07 -1.74465e+08 -6.21063e+07 -3.61619e+07 4.09801e+06 8.69741e+07 -6.10504e+07 3.98423e+07 -3.74912e+07 4.00666e+07 -8.48278e+06 1.16045e+08 -6.67148e+06 -3.412e+06 9.72007e+07 2.23844e+08 1.68533e+08 -2.68584e+08 2.07458e+08 -4.3725e+08 6.68211e+07 -3.91879e+07 -7.28097e+07 -5.21411e+07 -1.56168e+08 -1.18814e+08 1.48696e+08 1.83454e+07 3.45789e+07 1.02485e+08 1.70902e+08 2.15445e+08 -8.31692e+07 -3.63184e+08 5.99055e+08 1.05745e+08 6.55192e+07 -2.37842e+08 6.94864e+07 -5.16002e+07 -1.44618e+08 8.01666e+07 -4.63313e+06 -6.25695e+07 3.44876e+08 3.15995e+08 -6.257e+07 1.14973e+08 1.17674e+08 1.07782e+08 -3.11236e+08 2.25986e+07 2.73802e+07 1.52919e+08 1.08677e+08 3.91721e+08 4.97716e+08 7.46646e+06 8.35526e+07 -2.6976e+07 -4.14829e+07 -1.81653e+08 -2.12615e+07 2.40766e+07 -2.01055e+08 -2.78771e+08 2.8505e+07 -6.9496e+06 -1.47811e+08 1.32345e+08 3.31587e+06 1.56477e+08 -8.70655e+07 -1.9324e+07 3.25367e+08 6.65857e+07 2.07445e+07 2.20262e+07 2.98786e+07 -3.17929e+07 -1.854e+08 -1.14409e+08 1.93394e+08 -1.11909e+08 8.09182e+07 6.29192e+07 3.81111e+07 3.52216e+07 -4.33693e+08 -8.5418e+07 -1.30894e+07 1.7009e+06 
-2.86837e+07 3.08032e+07 2.77807e+07 -2.35371e+07 -3.47582e+06 3.14119e+07 -1.6048e+07 -2.4733e+07 -2.19298e+07 -3.11166e+07 -5.42157e+06 3.03201e+07 3.28882e+07 1.11451e+07 3.04082e+07 1.55783e+07 -6.77976e+06 3.00855e+07 -3.3231e+07 1.90166e+07 791290 3.14921e+07 -2.3752e+07 1.64999e+07 -1.96263e+07 -1.18993e+06 6.26502e+06 7.19059e+06 2.98052e+07 2.85634e+07 3.30202e+07 2.48481e+07 -2.99959e+07 -6.43762e+06 2.25253e+07 -2.01706e+07 2.28478e+07 -2.2387e+07 -2.54463e+07 -3.42628e+07 8.58392e+06 4.3347e+06 3.91143e+06 -741315 1.82575e+07 -2.58016e+07 2.39861e+07 -1.14016e+07 3.51145e+06 1.82551e+07 3.67769e+06 1.07837e+07 -3.23077e+07 -2.58821e+07 2.10304e+07 -2.73121e+07 -2.42965e+07 2.7937e+07 1.25977e+07 2.48129e+07 -2.25484e+07 -1.60745e+07 2.22139e+06 -4.87675e+06 2.03343e+07 -2.59909e+07 -2.5743e+07 4.06881e+06 3.23164e+07 2.59047e+07 -8.08954e+06 3.82527e+07 3.15222e+07 -2.77355e+07 6.21059e+06 -3.21203e+06 -1.7898e+07 -2.1971e+07 -2.72846e+07 -1.84917e+07 -2.59679e+07 -1.48483e+07 -2.96595e+07 -2.06995e+07 1.11043e+07 -2.73847e+07 -2.61606e+07 -1.87312e+07 2.78186e+07 2.27142e+07 -8.88934e+06 1.74416e+07 2.53568e+07 -3.04607e+07 1.59132e+06 2.95208e+07 -3.32599e+07 1.05867e+07 411489 -1.2795e+07 -3.4136e+07 
-3.71874e+08 3.82422e+08 3.96368e+08 -6.0299e+08 -1.05342e+08 6.05102e+08 -9.56949e+08 -4.93086e+08 -1.4502e+09 -3.72928e+08 -1.8539e+07 3.82696e+08 3.75445e+08 -1.11791e+09 4.26331e+07 1.08532e+09 -6.62471e+08 3.84145e+08 -3.83206e+08 -2.21822e+07 -1.03783e+08 3.81005e+08 -4.07133e+08 -5.83276e+08 -6.29625e+08 9.33409e+07 1.08142e+09 -1.04627e+09 5.8273e+08 -5.33078e+08 3.73593e+08 4.18351e+08 -1.41825e+08 -1.76667e+08 4.3196e+08 -8.37957e+08 5.06992e+08 5.52513e+08 -4.86664e+08 -3.34135e+08 -4.21333e+08 1.01672e+09 8.96552e+08 -1.10423e+09 6.66083e+08 -4.21384e+08 5.84258e+08 2.61165e+08 7.67887e+07 5.54254e+08 1.82848e+07 -2.30889e+08 -5.97916e+08 -4.7126e+08 4.63994e+08 -2.55199e+08 -3.35715e+08 4.71641e+07 -5.99954e+08 4.68993e+08 -3.74401e+08 -6.20826e+08 5.79295e+08 -5.34952e+08 1.65046e+08 -6.01859e+08 -4.00732e+08 5.02351e+08 3.75567e+08 4.27382e+08 -8.87718e+08 3.94334e+08 4.7358e+08 -4.27938e+07 5.08627e+08 -1.96e+08 -8.67162e+08 -7.7415e+08 -4.73006e+08 -8.26402e+08 -4.2453e+08 -9.44548e+08 -6.07753e+08 -8.0278e+08 3.48433e+08 -1.86173e+08 -4.09695e+08 -5.56324e+08 4.40965e+08 6.6133e+08 -6.3785e+08 -8.06273e+08 3.98671e+08 -3.76917e+08 7.27893e+07 4.52225e+08 -3.74594e+08 7.71951e+08 -4.77129e+07 1.15413e+09 -3.55627e+08 
4.51297e+07 -3.4127e+07 -3.02662e+07 -3.56827e+07 5.09075e+08 4.90332e+08 -8.35915e+07 -7.73676e+08 -1.05024e+09 3.01824e+07 3.62251e+08 -1.9765e+07 -2.95908e+07 -9.3782e+08 -4.52462e+08 6.84657e+08 -5.59962e+08 -1.49633e+07 9.45622e+06 -5.95924e+08 -7.47627e+08 -3.82224e+07 4.67569e+07 -3.44891e+08 -6.25276e+08 -6.12843e+08 4.39705e+08 -6.79859e+08 6.13139e+08 -1.55313e+07 -2.7721e+07 1.67702e+08 -1.46093e+08 9.03142e+08 3.54681e+07 -5.45379e+08 3.64022e+08 9.62937e+06 -4.73462e+08 -3.40696e+08 1.69628e+08 9.91889e+08 3.82103e+08 -1.15779e+09 3.37357e+08 2.40837e+07 2.92938e+08 9.92634e+06 7.42353e+08 1.48245e+08 -7.08058e+08 -3.2278e+08 -1.8495e+08 -4.13308e+08 7.18169e+07 -2.97482e+08 9.36905e+06 -1.06936e+08 -3.74803e+08 3.79536e+08 8.43267e+06 -2.2237e+08 2.30413e+08 4.84771e+07 -2.70727e+08 -4.34796e+08 -3.09477e+08 3.51855e+08 -3.31193e+07 -825295 -3.4513e+08 -8.07497e+07 7.08408e+06 3.0802e+08 2.54623e+07 2.73122e+08 -1.90744e+08 -3.77757e+08 -1.00265e+08 -4.82559e+08 7.1367e+06 -5.06405e+08 1.10747e+08 -6.13892e+08 -2.92666e+08 4.74271e+08 5.96558e+07 1.86957e+08 3.42624e+07 4.44039e+08 -3.42509e+08 -5.98304e+08 -2.50762e+07 1.10357e+07 -3.36563e+08 1.05709e+08 3.09492e+07 7.4165e+08 4.69854e+08 8.32806e+08 5.38142e+07 
5.57205e+07 7.67595e+07 -1.19641e+07 -7.68164e+07 -4.82894e+08 4.6025e+08 -3.84604e+07 -2.3208e+08 -6.08031e+08 3.9521e+07 8.7572e+07 -1.76598e+07 -3.97717e+07 -5.89414e+08 -5.01053e+08 5.36056e+08 -6.25079e+08 -2.93475e+07 1.04838e+07 -1.11285e+08 -5.41808e+08 -4.19053e+07 7.36936e+07 -6.44492e+08 -6.66157e+08 -8.15631e+08 9.72054e+08 -3.49212e+08 3.59745e+08 -4.20386e+08 -3.79666e+07 1.70297e+07 2.45917e+08 1.94964e+08 2.86664e+07 -8.91638e+08 -2.8004e+07 1.18054e+08 -5.1816e+07 3.35069e+07 -2.55865e+08 6.16355e+08 7.66552e+08 -1.0335e+09 -5.24348e+06 1.57152e+07 3.28206e+08 3.90942e+08 3.23916e+08 5.49856e+07 -1.33657e+08 -3.24131e+08 -7.6749e+07 -2.41508e+08 -9.764e+07 1.49761e+08 2.10988e+07 -4.07365e+08 -8.10523e+08 9.47249e+07 460799 1.82337e+07 -3.82189e+08 -2.09794e+08 -1.33993e+08 -3.48235e+08 -3.3576e+07 4.04922e+08 -4.01767e+07 4.28949e+06 -2.92507e+08 -2.72113e+07 -1.72391e+07 5.05591e+08 8.89491e+08 -2.02091e+08 -1.7678e+08 -5.14086e+08 -1.64957e+08 -1.00819e+08 -3.03211e+07 -2.06935e+08 4.78418e+07 -4.39515e+08 -1.41807e+08 3.06515e+08 9.55069e+07 -2.00106e+07 -8.27772e+06 1.96157e+08 -2.48102e+08 -6.70455e+08 2.33046e+07 -6.95401e+07 -1.28492e+08 1.09502e+08 4.28468e+07 7.48139e+08 2.02388e+07 5.21843e+08 8.81156e+07 
