-6739.85 -5372.44 4582.18 -3020.57 4434.49 -1963.54 -4713.38 6059.36 960.651 -666.096 -3075.04 -3236.33 -4460.06 2617.04 -1910.21 -3283.97 -4646.67 -1276.47 146.048 
-1593.64 -1268.49 1076.56 -703.481 1035.73 -452.999 -1113.17 1435.75 227.361 -151.171 -725.741 -784.753 -1055.41 601.953 -465.491 -771.501 -1102.4 -301.011 27.7728 
-2524.56 -2006.25 1705.13 -1110.75 1638.86 -714.209 -1762.82 2272.54 360.734 -238.521 -1149.44 -1248.17 -1670.04 948.443 -739.859 -1221.98 -1747.69 -478.217 41.3765 
3604.94 2880.89 -2468.77 1644.1 -2402.45 1077.68 2526.08 -3237.28 -511.471 371.099 1649.51 1683.74 2386.62 -1442.85 988.771 1769.46 2478.67 682.499 -95.6147 
6449.99 5152.91 -4408.98 2932.01 -4287.16 1916.66 4518.38 -5794.7 -917.075 658.537 2949.31 3031.7 4271.74 -2563.5 1782.66 3160 4438.68 1221.68 -163.862 
-10792.1 -8618.57 7373.51 -4896.55 7165.17 -3200.13 -7557.32 9697.24 1535.28 -1098.12 -4933.63 -5083.73 -7146.16 4279.01 -2991.12 -5284.17 -7426.41 -2044.39 269.201 
-8620.74 -6881.58 5882.65 -3901.9 5710.99 -2546.01 -6034.71 7746.85 1227.19 -870.868 -3939.42 -4078.47 -5708.59 3402.43 -2401.15 -4215.41 -5935.44 -1633.46 208.739 
-5293.73 -4228.33 3619.55 -2408.1 3520.98 -1574.55 -3709.19 4755.28 753.422 -541.158 -2420.32 -2485.8 -3506.05 2107.79 -1461.82 -2594.75 -3641.16 -1002.29 136.11 
18405.4 14682.9 -12540.7 8295.77 -12157.7 5402.32 12880.4 -16544.2 -2620.75 1843.05 8405.47 8767.54 12185.2 -7212.44 5165.85 8987.15 12680.4 3486.13 -423.83 
4268.87 3408.28 -2917.48 1937.99 -2834.82 1266.07 2990.12 -3834.87 -606.543 435.419 1950.98 2011.35 2826.9 -1694.66 1182.85 2090.65 2938.56 809.621 -107.34 
-19503.5 -15560.4 13295.9 -8799.54 12892.3 -5733.04 -13650.7 17529 2776.07 -1958.31 -8908.33 -9275.22 -12914.1 7658.22 -5463.19 -9528.02 -13434.5 -3694.76 454.868 
2922.01 2326.27 -1982.3 1302.15 -1913.51 844.197 2041.33 -2627.12 -415.927 286.264 1332.51 1415.6 1933.13 -1122.9 835.503 1420.23 2015.35 552.512 -58.458 
8602.14 6856.72 -5851.12 3860.93 -5663.58 2509.29 6018.33 -7733.43 -1225.28 853.58 3925.37 4124.16 5693.98 -3347.43 2433.75 4192.89 5931.45 1628.54 -189.097 
1977.78 1582.07 -1356.75 906.7 -1322.47 594.72 1386.25 -1775.72 -281.213 205.896 903.892 917.345 1308.7 -796.547 537.554 972.178 1358.59 373.946 -55.4925 
13607 10858.7 -9283.38 6153.29 -9009.61 4014.48 9525.33 -12227.9 -1936.76 1372.96 6217.22 6445.41 9009.57 -5363.05 3794.93 6653.23 9369.29 2577.2 -326.46 
-12477.2 -9965.77 8529.72 -5672.81 8294.36 -3708.66 -8738.75 11209.7 1775.11 -1274.85 -5704.86 -5859.72 -8262.6 4964.55 -3445.54 -6113.27 -8583.71 -2364.41 318.418 
7389.33 5908.11 -5064.1 3380.91 -4934.72 2216.41 5179.19 -6635.76 -1050.68 765.549 3380.87 3437.36 4894.84 -2969.64 2017.94 3628.84 5078.96 1400.87 -200.423 
