63812.1 -558138 4.58074e+06 -507617 -5.75728e+06 958967 -4.81278e+06 1.65054e+06 -1.64756e+06 -1.74384e+06 -3.73515e+06 -1.57367e+06 -2.11859e+06 
-108165 5.9565e+06 -4.18773e+07 4.65248e+06 5.26752e+07 -8.46616e+06 4.33909e+07 -1.48494e+07 1.51036e+07 1.58076e+07 3.42353e+07 1.33879e+07 1.97526e+07 
177100 5.92822e+06 -3.82319e+07 4.26319e+06 4.81143e+07 -7.55701e+06 3.92675e+07 -1.34461e+07 1.37929e+07 1.43568e+07 3.12982e+07 1.16761e+07 1.8261e+07 
-289199 -8.11818e+06 5.1709e+07 -5.77935e+06 -6.50806e+07 1.01928e+07 -5.30507e+07 1.81826e+07 -1.86498e+07 -1.94095e+07 -4.23312e+07 -1.57072e+07 -2.47486e+07 
-407150 -3.82115e+06 2.10297e+07 -2.36927e+06 -2.6494e+07 3.96529e+06 -2.12123e+07 7.28012e+06 -7.58995e+06 -7.81664e+06 -1.72596e+07 -5.81429e+06 -1.03068e+07 
-606836 -7.59478e+06 4.43356e+07 -4.97196e+06 -5.58321e+07 8.51426e+06 -4.50344e+07 1.54397e+07 -1.59983e+07 -1.65428e+07 -3.63539e+07 -1.27512e+07 -2.15127e+07 
348105 5.33152e+06 -3.20941e+07 3.59012e+06 4.04078e+07 -6.21924e+06 3.27132e+07 -1.12071e+07 1.1582e+07 1.1998e+07 2.63049e+07 9.40598e+06 1.54941e+07 
-535463 -1.10834e+07 6.89787e+07 -7.70728e+06 -8.68284e+07 1.35005e+07 -7.05774e+07 2.41783e+07 -2.48867e+07 -2.5846e+07 -5.65003e+07 -2.06429e+07 -3.3128e+07 
184990 2.57977e+06 -1.52807e+07 1.71593e+06 1.92415e+07 -2.9506e+06 1.55529e+07 -5.33603e+06 5.51249e+06 5.71009e+06 1.25234e+07 4.44616e+06 7.39813e+06 
22795.5 5.55617e+06 -3.7581e+07 4.18198e+06 4.72817e+07 -7.52272e+06 3.87895e+07 -1.32801e+07 1.35536e+07 1.41532e+07 3.07415e+07 1.17803e+07 1.78246e+07 
183400 1.07045e+06 -5.04959e+06 574453 6.36938e+06 -898817 4.98624e+06 -1.71492e+06 1.82327e+06 1.85404e+06 4.15722e+06 1.22754e+06 2.54614e+06 
