-100824 -70445.8 -54038.4 -17715.9 -6652.35 41924.5 -2633.86 -4535.05 -10335.4 -111479 -228628 -248171 -221122 -217342 -140881 -150796 -129543 -107919 -193361 -148794 -150199 -162146 -193074 -207828 -211231 -202083 -226093 -296380 -254052 -282566 -266970 -206932 -139961 -80618.1 -74600.1 -55913.3 -40884.4 13907.1 -44199.5 -6050.15 7554.37 35116 17112.6 20751.8 18153.8 -27303.7 -99158 -134603 -148390 -162385 -180526 -148135 -145749 -133922 -120165 -72903.3 -45163.7 -126754 -95498.4 -180272 -176017 -141189 -50388.9 -50574.6 -112957 -195583 -302479 -403283 -310121 -206841 -128207 -101238 -91044.4 -118728 -170578 -134220 -133420 -197649 -100083 -180659 -122206 -113257 -87609.2 -131987 -141795 -169827 -201188 -169188 -259247 -244183 -239480 -161130 -56077.3 3004.05 19029.9 15713.1 -36311.8 5473.66 -34009.1 -18907.6 
118484 209260 370152 440346 283571 187036 72599.9 -1979.88 33183 76801.6 183240 293357 329767 176853 98203.6 13401.5 -99198.6 -36579.2 3008.02 58803.2 82346.8 85460.2 39144 8663.3 94632.8 60445 115279 198989 313121 404661 409437 348938 229124 153017 116218 125302 115025 86947.6 71120.3 -2490.58 21921.8 59616.3 51137.3 71869.9 98140.7 75038 124633 171473 194341 153918 103550 58497.7 90137.3 96817.1 105887 169388 265498 217190 172333 70258.4 34558.1 -2820.24 -29031.3 -9881.32 56394.2 115552 163624 192473 255028 291553 238412 140678 135823 152350 229168 194131 174271 142212 59246.6 32395.2 6069.22 32781.2 97367.8 74920.2 36081.8 43159 18622 37005.5 19784.1 52707.3 33282.8 89772.1 37387.9 18466.8 65398.1 125100 101444 5040.37 -52956.7 -145575 
159753 145904 52555.4 52904.8 120510 172371 236103 326290 277544 322162 223786 192240 208772 211830 214035 211906 174718 96287.3 144605 140439 266423 341997 439022 376870 239943 115456 95122.3 16824.5 -25003.5 73162.4 131766 137702 196046 281072 278467 255982 226399 291538 312796 250950 201494 136244 58865 68594.7 181507 286014 321559 364776 239448 192225 141013 44551.6 53381 78730 156342 300961 396159 403731 340110 178515 21202.5 7446 10555.7 14919.7 110676 151710 102013 111523 173655 91275 70776.3 94345.3 96356.2 133833 204975 290946 373781 328044 375831 385320 293652 240274 193930 169190 146173 145878 179285 180259 210936 158254 167870 111986 96945 115215 122617 159303 209857 127856 39383.6 8428.28 
-240593 -250988 -263536 -145878 -134115 -111133 -59032.8 -85984.4 -21253.9 27195.9 7841.41 -4317.79 -13710.2 16725.9 -59045.2 -38555.3 -29651.1 -31851.7 21552.2 -107957 -43945.2 -16107 -57306 -165007 -148929 -175862 -307048 -334324 -292987 -345768 -318001 -294492 -216770 -242989 -240673 -215472 -237441 -189726 -242103 -127899 -190609 -223387 -192329 -243040 -202427 -223295 -225499 -231036 -190452 -220332 -190617 -122146 -189287 -139776 -108661 -74974.9 -90925.2 -76548.4 3524.08 -104482 -113287 -123285 -203189 -350097 -452333 -460281 -522701 -564673 -440291 -379387 -341272 -199032 -189407 -59701.7 -112156 -87504.3 -68252.1 -45717.3 -67507.3 -47062 -34441.2 -33945 -50104.4 -5267.48 -38379.9 -19561 -129851 -120527 -37761.7 -168517 -49507 23363.4 75806.2 139584 211159 378712 353643 364358 305766 216221 
-2.49138e+06 -4.12194e+06 -5.44346e+06 -6.20772e+06 -6.75589e+06 -6.76791e+06 -4.9766e+06 -2.14035e+06 -1.16576e+06 -93987.7 -101928 -175490 818376 475938 592170 466077 -567523 -1.79613e+06 -2.50734e+06 -1.04278e+06 440515 1.69375e+06 1.88945e+06 869729 -224344 -1.06088e+06 -1.44909e+06 -1.46641e+06 -806504 -500091 -1.27206e+06 -2.81489e+06 -5.62884e+06 -6.2261e+06 -7.58568e+06 -7.96439e+06 -5.73251e+06 -2.7662e+06 -243846 1.809e+06 2.09807e+06 2.43174e+06 3.01612e+06 2.2358e+06 1.73555e+06 2.15513e+06 2.04733e+06 1.93678e+06 1.23165e+06 444050 -84493.7 -1.80852e+06 -3.85818e+06 -3.76465e+06 -2.77694e+06 -304617 1.29915e+06 2.57656e+06 3.26017e+06 2.496e+06 1.00118e+06 -592445 -2.68131e+06 -3.52024e+06 -5.08214e+06 -5.48208e+06 -5.01709e+06 -3.32126e+06 -1.20527e+06 -426178 657615 1.67593e+06 1.99965e+06 1.3463e+06 443166 -845708 -2.17012e+06 -3.82168e+06 -4.68902e+06 -5.32488e+06 -4.6726e+06 -4.58393e+06 -4.10488e+06 -3.76279e+06 -2.99234e+06 -2.9749e+06 -2.92235e+06 -3.16649e+06 -2.91361e+06 -3.08314e+06 -3.30466e+06 -3.32164e+06 -3.3027e+06 -2.84496e+06 -928587 738000 1.45774e+06 2.09586e+06 1.33139e+06 632297 
-224241 -240492 -172339 -140929 -164605 -157547 -116096 -16599.3 -74028.7 -99529.4 -992.351 122527 340236 617259 896920 972712 955915 771309 627766 467221 331021 343781 178846 119279 80473.1 192119 119963 95571.3 100748 85060.9 -143315 -173353 -284977 -226260 -173164 -9033.38 191854 310340 443071 412814 377271 196454 81145.5 -108513 -210285 -109912 -81508.2 117179 186130 188161 68034.4 85910 105998 69109.6 66486.7 70201.1 18248 16383.2 95261 296920 478618 567704 608223 545793 405549 261602 277410 299067 325789 492632 312944 217194 75032.7 -188225 -120065 21536.6 81308.5 185686 161809 198286 246744 286939 449548 703298 743238 622676 689407 499176 501377 410741 394768 559022 427789 420842 243966 14698.6 -191690 -361401 -354569 -271424 
-219018 -386980 -572172 -564232 -307373 -157729 -1487.66 31526.6 -14128.6 -169833 -464008 -477744 -692786 -962770 -948118 -947649 -800865 -578758 -447565 -57725.6 -252219 92696.5 123875 395160 463640 559040 648814 405514 147287 -452563 -329162 -757531 -1.0127e+06 -873738 -817119 -813918 -715041 -694625 -549916 -510119 -819944 -718911 -685177 -643110 -560375 -428187 -184502 -89240 -290050 -214186 -656501 -827033 -1.03717e+06 -1.21395e+06 -1.11209e+06 -986857 -1.14042e+06 -1.17241e+06 -1.08665e+06 -701671 -691164 -222273 97263.2 81721.6 294182 -55472.4 -10866.5 -159094 -510833 -879450 -864818 -1.02931e+06 -1.02204e+06 -1.11725e+06 -1.02418e+06 -1.05647e+06 -973203 -940560 -1.00637e+06 -564157 -608097 -432424 -119675 16358.2 178372 296234 357402 372431 477198 397681 317477 95332.1 -92714.3 -10729.7 -221386 -141766 380307 452286 631766 420591 
-720751 -981546 -658841 -484446 -898583 -807384 -763375 15213.4 -764406 -943705 -568978 -1.15691e+06 -979310 -946019 -813288 -421899 -258909 -882714 -1.16047e+06 -734978 -479387 -1.56394e+06 -1.67037e+06 -2.82754e+06 -3.69606e+06 -4.19451e+06 -4.11456e+06 -3.07746e+06 -3.16448e+06 -2.64242e+06 -2.8711e+06 -3.12597e+06 -2.73564e+06 -1.75972e+06 -310927 295875 1.01962e+06 921360 769134 690145 274055 -96852.5 -688361 -1.28399e+06 -1.94858e+06 -2.68565e+06 -2.96105e+06 -2.63193e+06 -2.86101e+06 -2.73809e+06 -1.61057e+06 -636197 -112982 674731 782659 888379 298489 80006.9 -1.00559e+06 -2.48722e+06 -3.31934e+06 -3.95727e+06 -3.86632e+06 -2.79828e+06 -2.51472e+06 -1.75286e+06 -1.52422e+06 -2.04342e+06 -1.46188e+06 -531557 220823 196274 411406 655217 520.536 -92768.8 -689254 -747757 -1.97233e+06 -2.1976e+06 -1.84168e+06 -1.10268e+06 -664385 -416010 -187543 -239991 -758424 -443137 -268233 -324304 -448495 -386057 -881036 -1.24414e+06 -1.54669e+06 -2.04267e+06 -2.17261e+06 -1.15888e+06 -191044 870247 
-5.02896e+06 -2.49393e+06 -3.03966e+06 -3.5201e+06 -5.77257e+06 -6.91851e+06 -5.36314e+06 -5.38468e+06 -5.30578e+06 -8.84357e+06 -7.35082e+06 -9.21396e+06 -8.21891e+06 -6.781e+06 -6.64808e+06 -4.44959e+06 -4.05142e+06 -3.33251e+06 -2.11084e+06 -446549 -20573.5 -1.10178e+06 -2.72602e+06 -4.06774e+06 -5.25471e+06 -6.68306e+06 -8.18324e+06 -1.02087e+07 -7.68776e+06 -6.83467e+06 -2.1003e+06 1.12021e+06 3.80645e+06 5.31806e+06 6.11396e+06 7.57528e+06 8.81896e+06 1.03135e+07 1.00689e+07 8.37414e+06 4.23222e+06 1.95219e+06 -699182 -4.00777e+06 -6.94612e+06 -1.0998e+07 -1.44659e+07 -1.5086e+07 -1.35546e+07 -1.23146e+07 -7.87871e+06 -6.13534e+06 -7.68105e+06 -7.32585e+06 -5.7372e+06 -3.26603e+06 1.11671e+06 3.78365e+06 6.54691e+06 7.00594e+06 2.99078e+06 1.97774e+06 605125 -935358 -1.96042e+06 -1.35332e+06 296163 701220 1.63721e+06 62478.8 2.01248e+06 174448 122126 1.77247e+06 3.33888e+06 2.77859e+06 -186704 -3.71809e+06 -7.14531e+06 -9.68034e+06 -1.09544e+07 -9.88741e+06 -5.74342e+06 -4.63041e+06 -1.9792e+06 -1.90734e+06 -3.76908e+06 -5.58795e+06 -8.33622e+06 -1.15223e+07 -9.54993e+06 -7.32593e+06 -5.25974e+06 -2.79544e+06 -678533 1.74097e+06 3.96627e+06 5.45772e+06 7.35781e+06 9.89917e+06 
-80848.3 -70826.2 -82457 -92753.4 -59615.8 -78496.7 -65470.3 -44881.7 -19177.2 -17477.8 -3381.86 19868.7 25988.6 33078.1 17140.8 -3769.92 -16449.9 -55975.3 -60621.8 -67554.9 -60092.2 -54273.5 -47751.4 -29239.4 -36525.5 -51503.5 -55454.6 -81279.2 -100032 -100945 -97272.3 -94255.8 -79485.2 -85279.3 -55487.2 -36561.7 -32108.5 -41623.4 -26946.9 -50472.8 -61932.1 -84676.3 -66495.9 -46348.1 -53247.5 -26241.8 -1493.92 10683.7 8977.96 -7973.23 -20918.2 -24944.5 -35706.5 -43978.8 -38372.7 -39379.5 -49585.6 -70805.5 -82330.5 -100576 -107842 -108780 -114619 -93468.6 -74991.5 -44457.2 -44198.3 -58459.9 -24997 -44934.7 -40105.6 -41615.3 -33300.7 -17521.3 -46278.4 -63383.3 -71040.6 -55703.3 -88920.8 -72718.8 -59734.6 -40720 -41862.5 -50620.6 -41003.3 -23967.9 -29037.5 -25299.3 -18391.3 -13500.3 -1169.61 -32991.8 -42265.4 -32794.4 -43241.8 -37757.1 -25681.2 24784 30206.8 30431.2 
