1.14583e+08 -1.42241e+08 3.93509e+07 -6.23367e+07 -3.78987e+07 -1.41163e+08 8.06083e+07 1.55106e+07 -2.613e+08 -1.03314e+08 2.86729e+07 1.99047e+08 2.50444e+08 
3.15119e+08 -4.45875e+08 1.06866e+08 -1.60373e+08 -8.71595e+07 -4.00985e+08 2.55767e+08 3.03408e+07 -7.95531e+08 -2.95909e+08 9.67188e+07 5.98406e+08 7.59742e+08 
1.24633e+08 -2.45803e+08 7.68804e+07 -2.07164e+07 -6.89049e+06 -1.55276e+08 1.43956e+08 3.89045e+07 -3.55731e+08 -8.72401e+07 6.31476e+07 2.67598e+08 3.17964e+08 
2.77936e+07 -736892 -1.55528e+06 -2.75632e+07 -1.97316e+07 -2.65982e+07 -3.55319e+06 -2.63086e+06 -2.47485e+07 -2.89051e+07 -6.05922e+06 2.26651e+07 2.80454e+07 
-1.71049e+08 1.26749e+08 32148.4 1.5614e+08 9.3072e+07 2.20884e+08 -6.44264e+07 3.13861e+07 3.56478e+08 2.10916e+08 -1.11511e+07 -2.68662e+08 -3.74199e+08 
5.43141e+07 -9.45743e+07 3.20584e+07 -1.27584e+07 -7.17607e+06 -6.51239e+07 5.46268e+07 1.76562e+07 -1.38897e+08 -3.73965e+07 2.29391e+07 1.05825e+08 1.243e+08 
-2.51205e+08 1.94779e+08 -7.63435e+06 2.28663e+08 1.37378e+08 3.29456e+08 -9.95589e+07 3.97317e+07 5.3282e+08 3.09672e+08 -1.83459e+07 -4.01952e+08 -5.58305e+08 
6.79035e+07 -8.43012e+07 3.63885e+07 -3.13297e+07 -2.1951e+07 -7.97639e+07 4.82235e+07 2.4184e+07 -1.42272e+08 -4.78555e+07 1.6214e+07 1.10935e+08 1.30263e+08 
-2.56534e+08 3.30032e+08 -7.4618e+07 1.47364e+08 8.17548e+07 3.24418e+08 -1.88934e+08 -1.49977e+07 6.23327e+08 2.47444e+08 -6.81915e+07 -4.68439e+08 -6.01267e+08 
-1.54836e+08 1.21688e+08 -2.79324e+06 1.39524e+08 8.33321e+07 2.0208e+08 -6.20038e+07 2.64853e+07 3.29568e+08 1.91308e+08 -1.21147e+07 -2.48324e+08 -3.45079e+08 
-1.13625e+08 1.8766e+08 -8.00859e+07 2.43317e+07 1.67462e+07 1.31585e+08 -1.10958e+08 -5.56175e+07 2.70667e+08 6.1888e+07 -4.48928e+07 -2.09444e+08 -2.36992e+08 
