43318.6 -13436.3 19199 -1929.16 -30753 42372.5 46270.3 10868.6 -21867 33885.6 29035.9 -12142.1 12333.6 -13152.1 -25039.2 -23747.3 5407.75 -39992.9 32029.2 
614.267 -191.049 273.378 -27.3299 -436.999 601.348 656.44 152.978 -312.286 480.672 411.489 -172.351 174.43 -186.48 -354.639 -337.787 76.6302 -566.8 454.992 
8268.55 -2566.8 3664.94 -367.23 -5872.28 8087.96 8829.94 2074.45 -4175.97 6467.82 5540.54 -2317.24 2353.27 -2511.34 -4778.92 -4532.76 1030.33 -7633.69 6114.39 
10018.7 -3106.87 4439.86 -445.935 -7111.81 9800.38 10701.9 2514.63 -5055.16 7835.95 6715.22 -2807.8 2854.01 -3042.07 -5790.91 -5491.88 1251.48 -9249.75 7407.09 
-3620.09 1128.95 -1606.83 159.86 2578.44 -3540.62 -3863.04 -904.746 1836.1 -2832.98 -2423.11 1011.9 -1029.01 1101.35 2088.9 1984.84 -448.86 3342.64 -2678.08 
12855.4 -3988.64 5699.15 -571.522 -9129.52 12573.7 13730.5 3225.43 -6491.5 10056.8 8614.47 -3602.8 3659.94 -3904.1 -7430.64 -7046.53 1603.29 -11868.8 9506.34 
-10931.3 3388.32 -4842.83 486.018 7756.98 -10691.9 -11675.2 -2743.03 5514.62 -8549.77 -7326.71 3064.45 -3113.56 3317.45 6319.07 5992.89 -1364.99 10092 -8080.41 
10297 -3194.25 4563.63 -459.399 -7309.76 10072.9 10999.3 2582.81 -5197.89 8054.75 6902.04 -2887.18 2931.57 -3126.64 -5952.75 -5644.9 1285.63 -9507.25 7613.94 
-6267 1941.98 -2777.57 279.502 4448.03 -6130.59 -6694.33 -1571.67 3162.2 -4901.4 -4200.82 1757.1 -1784.81 1901.65 3623.89 3435.78 -782.117 5785.18 -4633.18 
-3309 1024.88 -1466.9 146.969 2347.71 -3236.1 -3534.06 -829.746 1669.42 -2588.71 -2217.69 927.465 -941.262 1004.79 1911.8 1814.01 -412.256 3054.99 -2445.91 
-11274.6 3495.39 -4994.78 502.835 8000.73 -11027.2 -12042.5 -2829.03 5688.85 -8818.77 -7557.87 3159.53 -3209.56 3421.45 6516.71 6180.99 -1408.77 10408.6 -8334.39 
4320.51 -1343.26 1917.07 -191.091 -3070.18 4225.18 4612.11 1081.57 -2184.2 3380.13 2894.59 -1209.18 1228.68 -1313.79 -2496.18 -2367.31 537.553 -3988.19 3196.1 
-11828.3 3673.44 -5245.92 525.995 8404.07 -11571.1 -12632.2 -2965.51 5979 -9253.58 -7924.22 3312.93 -3364.87 3594.76 6835.24 6484.94 -1474.03 10923.1 -8748.65 
15165.6 -4704.82 6721.26 -675.515 -10769.3 14833.9 16197.8 3804.16 -7658.19 11862.4 10164.3 -4250.51 4316.7 -4605.23 -8765.1 -8312.91 1892.18 -14000.7 11214.3 
-3647.25 1126.35 -1614.42 162.537 2584.08 -3567.54 -3897.39 -917.012 1836.53 -2853.23 -2447.31 1024.1 -1040.47 1104.53 2111.72 1999.68 -458.121 3366.76 -2694.93 
-7395.44 2301.08 -3281.7 327.39 5260.72 -7234.76 -7894.97 -1852.84 3744.49 -5786.51 -4951.89 2069.66 -2102.93 2248.82 4269.77 4053.89 -918.468 6828.88 -5470.38 
23237.2 -7207.55 10297.5 -1034.48 -16496.8 22729.5 24820.5 5830.88 -11728.4 18175.9 15575.8 -6513.58 6617.02 -7054.82 -13431.8 -12739.1 2901.29 -21452.5 17181 
