5650.34 3878.59 1104.99 -704.606 -1174.77 -71.3626 2360.86 5556.05 8389.32 9758.32 9102.17 6763.32 4129.33 2367.12 2111.62 3522.42 6478.2 10234 13637.1 14989 
59631.4 44865 26197.1 13302.6 9465.03 16104 31609.1 51674.7 68924.6 75917.8 69608.9 53013.8 34592.1 21747.2 18752.4 26883.5 44953.6 67941.3 88013.8 95026.6 
-31176.2 -22464 -11382.6 -3901.57 -1822.27 -5906.07 -15164.1 -27233 -37809.2 -42363.5 -38808.2 -28976.2 -18122.7 -10722.1 -9216.57 -14242.2 -25133.2 -39039.3 -51413.8 -56003 
-57239.7 -42872 -24714.2 -12248 -8600.08 -15111.4 -30195.8 -49756.5 -66670.3 -73646.4 -67581.2 -51436.2 -33550.1 -21153.3 -18352.6 -26328.7 -43946.2 -66380.4 -86084 -93090 
-45861.9 -35412.8 -22546.6 -13660.3 -11033.9 -15583.9 -26187.3 -39895.3 -51702.9 -56445.5 -51950.4 -40406 -27655.2 -18776.8 -16675.4 -22201.1 -34493 -50151.9 -63837.1 -68615 
1442.66 2127.34 3546.4 4403.91 4579.09 3940.76 2616.91 844.34 -784.296 -1689.31 -1524.33 -408.294 873.686 1672.85 1676.43 824.178 -859.618 -3002.67 -5014.9 -5906.46 
-50705.7 -39697.6 -25788.1 -16140.1 -13233.9 -18166.7 -29749.2 -44706.3 -57500.1 -62632.5 -57904.4 -45545.7 -31803.4 -22185.7 -19901.3 -25955.7 -39452.5 -56595.4 -71474.6 -76597.7 
40349.3 34002 25862.2 20182.7 18446.5 21305.9 28082 36792.3 44200.4 47134 44338.7 37100.5 29026.9 23336.4 21932.5 25436.9 33302.2 43275.3 51870.2 54782.7 
-69682.1 -51321.6 -28114 -12118.6 -7388.4 -15684.9 -34993.5 -60013.3 -81562.7 -90357.1 -82580.4 -61972.2 -39106 -23198.3 -19549.9 -29724.4 -52267.6 -80950.3 -106044 -114868 
38855.6 32782.5 24982.7 19525.7 17848.9 20589.2 27098.4 35458.7 42548.8 45340.6 42663.5 35737.3 28000.9 22535.9 21178.3 24542.9 32101.3 41679 49907.3 52670.9 
-36168.6 -28016 -17553 -10364 -8249.98 -12013.4 -20748.6 -32067.9 -41831.9 -45870.2 -42426.3 -33159.4 -22866.6 -15722 -14111.9 -18744.9 -28970.4 -41977.6 -53372.4 -57409.7 
