0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.129614
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.129614 0.234686
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00220106 0.234676 0.319565
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.24605e-06 0.00541512 0.319519 0.387921
0 0 0 0 0 0 0 0 0 0 0 0 0 6.71242e-12 8.29087e-06 0.00893108 0.387818 0.442822
0 0 0 0 0 0 0 0 0 0 0 0 8.33949e-23 4.64497e-11 1.79853e-05 0.01235 0.442649 0.486816
0 0 0 0 0 0 0 0 0 0 0 2.5743e-44 1.66289e-21 1.5521e-10 3.02167e-05 0.0154695 0.486571 0.522005
0 0 0 0 0 0 0 0 0 0 1.78822e-86 3.19228e-42 1.14065e-20 3.55998e-10 4.36571e-05 0.0182061 0.521687 0.550106
0 0 0 0 0 0 0 0 0 0 5.07145e-83 7.55857e-41 4.38812e-20 6.47764e-10 5.71749e-05 0.0205448 0.549723 0.57252
0 0 0 0 0 0 0 0 0 0 1.04701e-80 7.03964e-40 1.17154e-19 1.00956e-09 6.9974e-05 0.0225071 0.572077 0.590378
0 0 0 0 0 0 0 0 0 9.91163e-160 4.58734e-79 3.60668e-39 2.43933e-19 1.41121e-09 8.15842e-05 0.0241319 0.589885 0.604595
0 0 0 0 0 0 0 0 0 6.64681e-157 7.31039e-78 1.22665e-38 4.25583e-19 1.82291e-09 9.17912e-05 0.0254642 0.604059 0.615906
0 0 0 0 0 0 0 0 0 7.9002e-155 5.80585e-77 3.11256e-38 6.52326e-19 2.22075e-09 0.000100558 0.0265486 0.615333 0.6249
0 0 0 0 0 0 0 0 0 2.80412e-153 2.80344e-76 6.36803e-38 9.07683e-19 2.58853e-09 0.000107955 0.0274263 0.624298 0.632048
0 0 0 0 0 0 0 0 0 4.18304e-152 9.39605e-76 1.10873e-37 1.17372e-18 2.91725e-09 0.000114114 0.0281337 0.631422 0.637728
0 0 0 0 0 0 0 0 0 3.30878e-151 2.39646e-75 1.70771e-37 1.43484e-18 3.20354e-09 0.000119189 0.0287018 0.637082 0.64224
0 0 0 0 0 0 0 0 0 1.63213e-150 4.96795e-75 2.39413e-37 1.67963e-18 3.44794e-09 0.000123336 0.029157 0.641577 0.645823
0 0 0 0 0 0 0 0 0 5.63673e-150 8.7854e-75 3.12098e-37 1.90105e-18 3.65334e-09 0.000126705 0.0295209 0.645148 0.648668
0 0 0 0 0 0 0 0 0 1.4829e-149 1.37405e-74 3.84473e-37 2.09585e-18 3.82388e-09 0.000129427 0.0298114 0.647982 0.650926
0 0 0 0 0 0 0 0 0 3.16364e-149 1.95333e-74 4.53155e-37 2.26353e-18 3.96414e-09 0.000131619 0.030043 0.650233 0.65272
