-3499.47 1034.35 -262.05 192.35 1612.55 5478.32 1703.01 -3097.69 -2468.69 4424.55 3079.56 192.083 -1336.04 
2129.13 -628.369 160.162 -115.93 -981.799 -3332.77 -1035.33 1885.11 1501.49 -2692.19 -1872.71 -116.195 812.549 
445.522 -131.349 33.9455 -23.6575 -205.446 -696.2 -215.913 393.157 314.665 -562.973 -390.497 -23.7076 170.056 
-3241.24 957.865 -243.013 177.724 1495.11 5076.67 1577.37 -2869.45 -2288.62 4099.5 2853.03 178.035 -1238.63 
-3093.9 914.301 -231.349 168.592 1426.53 4845.89 1506.12 -2740.49 -2183.92 3914.12 2723.72 168.331 -1182 
2697.13 -797.068 202.443 -147.392 -1244.22 -4222.66 -1311.39 2387.99 1902.83 -3409.44 -2372.68 -147.417 1030.79 
2436.4 -719.474 181.518 -133.506 -1123.52 -3814.36 -1185.31 2156.08 1719.16 -3081.16 -2143.68 -132.932 929.937 
-1303.43 385.82 -97.2587 70.6601 600.43 2042.32 635.348 -1155.12 -919.126 1648.8 1147.31 70.8224 -498.451 
833.287 -246.121 62.9909 -45.9123 -383.886 -1305.05 -405.492 739.001 588.925 -1055.16 -734.455 -46.2138 317.622 
3308.82 -976.806 247.006 -181.535 -1524.91 -5181.13 -1609.87 2929.87 2335.69 -4183.31 -2912.71 -181.843 1264.85 
276.648 -80.7039 19.8384 -15.1837 -126.957 -433.083 -135.438 245.463 194.668 -349.47 -242.883 -15.3522 104.807 
