-2405.98 -4191.73 -6591.33 -2611.98 -2505.5 708.13 4673.33 11356.4 -6380.37 -5613.15 2664.46 4372.87 -1541.73 -3467.2 6084.85 1479.59 -1944.07 
-2028.91 -3536.41 -5562.88 -2214.31 -2116.61 597.725 3943.97 9598.2 -5389.91 -4742.93 2248.29 3698.61 -1303.27 -2929.33 5141.38 1244.19 -1637.87 
19585.8 34163.3 53731.3 21372.3 20438.7 -5767.1 -38078.8 -92682 52051.7 45810.1 -21712.5 -35705.6 12586.7 28281.9 -49652.5 -12020 15825.6 
-19977.8 -34850.2 -54817.8 -21814.9 -20854.5 5879.81 38846.6 94569.7 -53110.2 -46740.7 22149.1 36436.3 -12844.2 -28855.2 50662.4 12258.4 -16142.5 
15913 27757.5 43656.6 17363.2 16605.2 -4684.4 -30939.4 -75299.6 42290.6 37217.6 -17641.7 -29010.2 10226.6 22977.4 -40339.8 -9767.26 12858.1 
12468.8 21751.2 34212.9 13615.5 13015.1 -3670.18 -24245.5 -59024.1 33148.1 29173.7 -13824.5 -22741.8 8015.27 18009.7 -31619.5 -7650.68 10074.6 
-6052.79 -10561.3 -16612.2 -6616.68 -6320.44 1781.95 11772.8 28665.4 -16098.5 -14167.1 6711.49 11046.8 -3893.4 -8744.92 15356.5 3711.5 -4891.23 
-1479.47 -2583.13 -4065.53 -1625.31 -1548.38 435.913 2880.16 7023.28 -3942.53 -3469.88 1642.95 2708.09 -953.022 -2141.61 3761.92 906.954 -1196.12 
2984.59 5204 8184.71 3253.08 3113.08 -879.569 -5801.11 -14114.5 7927.71 6976.99 -3308.28 -5437.41 1917.26 4307 -7561.92 -1833.38 2411.65 
3313.24 5780.2 9089.96 3617.95 3457.86 -975.132 -6443.19 -15681 8807.18 7751.53 -3673.35 -6042.11 2129.28 4785.84 -8400.95 -2032.64 2677.7 
5006.46 8737.24 13744 5479.13 5231.26 -1471.97 -9738.25 -23724.6 13322.3 11724.5 -5552.21 -9143.03 3221.8 7237.42 -12709.8 -3068.93 4045.36 
22257.1 38823.8 61066.9 24296.4 23230.5 -6552.7 -43276.7 -105343 59162.1 52066 -24675.7 -40586.8 14305.6 32144 -56434.5 -13657.5 17983.5 
19545.1 34095.5 53628.1 21339.6 20401.2 -5753.56 -38005.8 -92515.2 51957.5 45726.8 -21670.2 -35643.9 12564.3 28229.7 -49563.2 -11994.1 15793.7 
