1.96881e+08 1.58954e+08 2.7589e+08 -3.95677e+06 -2.28425e+07 2.7263e+07 -1.04251e+08 1.5813e+08 -1.80276e+08 -8.2695e+07 -2.32975e+08 
2.66743e+07 2.07402e+07 3.70408e+07 555005 -1.75166e+06 5.10322e+06 -1.53067e+07 2.32066e+07 -2.50305e+07 -1.19589e+07 -3.17328e+07 
116534 720743 426217 -915111 -1.17009e+06 -1.19526e+06 948636 -1.40952e+06 419041 581743 22622.5 
-9.76978e+07 -7.8155e+07 -1.36601e+08 907881 9.9925e+06 -1.4936e+07 5.29056e+07 -8.02113e+07 9.00664e+07 4.17672e+07 1.15796e+08 
1.17946e+08 9.5661e+07 1.65461e+08 -2.95645e+06 -1.43779e+07 1.5611e+07 -6.1849e+07 9.38037e+07 -1.07678e+08 -4.91499e+07 -1.39488e+08 
3.32606e+07 2.65487e+07 4.64815e+07 -201306 -3.2543e+06 5.238e+06 -1.81364e+07 2.74868e+07 -3.07315e+07 -1.4292e+07 -3.94479e+07 
1.22581e+08 9.83521e+07 1.71514e+08 -1.61278e+06 -1.31786e+07 1.80665e+07 -6.58231e+07 9.98351e+07 -1.12717e+08 -5.20698e+07 -1.45185e+08 
