8.78912e+07 -2.83963e+07 -5.88882e+07 1.67626e+07 1.40487e+07 1.27611e+06 3.36782e+07 1.88771e+07 9.21718e+07 5.73579e+06 1.50064e+07 3.1722e+06 -2.97333e+07 -2.24702e+07 7.77652e+07 -2.15034e+07 -9.07509e+06 -4.69161e+07 -3.40914e+07 -6.54782e+07 1.93257e+07 5.82223e+07 -9.76331e+06 5.06831e+07 4.555e+07 -3.08606e+07 3.39924e+07 1.25821e+07 5.73094e+07 -2.85943e+07 -3.78475e+07 8.09775e+07 4.29488e+07 -2.01666e+07 4.80003e+06 4.62128e+07 -3.08761e+07 
4.89542e+07 -3.17613e+07 -1.97418e+07 3.08053e+07 3.21053e+07 -1.89983e+07 4.72065e+06 3.23275e+07 3.42611e+07 2.29186e+07 2.42579e+07 2.06437e+07 -1.04333e+07 -4.55214e+07 2.7362e+07 -7.79323e+06 -1.59002e+07 -4.60687e+07 -5.53505e+07 -4.54514e+07 -5.36549e+06 5.64331e+07 -1.9226e+07 3.25579e+07 3.03012e+07 -5.97444e+06 -2.31225e+07 2.04893e+07 2.60157e+07 -1.566e+07 -2.83424e+07 3.38371e+07 3.3496e+07 -3.06859e+06 2.8525e+07 5.13068e+07 7.72975e+06 
-6.33096e+07 2.27795e+07 3.7516e+07 -2.73679e+07 -3.00525e+07 1.98735e+07 -4.27594e+06 -3.6815e+07 -5.08979e+07 -2.75783e+07 -2.41633e+07 1.1525e+06 1.46439e+07 5.47513e+07 -3.55224e+07 1.12816e+07 3.71891e+06 5.71087e+07 6.55364e+07 4.98116e+07 -1.2993e+07 -6.48861e+07 2.41707e+07 -3.71157e+07 -1.67144e+07 7.35581e+06 2.04785e+07 -873018 -3.2869e+07 1.12316e+07 2.65954e+07 -4.39319e+07 -3.52431e+07 -1.57064e+06 -3.84666e+07 -3.63985e+07 -9.2176e+06 
-8.93107e+07 9.2367e+06 5.04757e+07 -1.67687e+07 2.18303e+07 -537642 -2.32024e+07 1.99036e+07 -6.93591e+07 -318596 1.13236e+07 5.39448e+07 2.11874e+07 1.14606e+07 -7.15879e+07 -2.23773e+06 -5.47e+06 3.33486e+07 3.09767e+07 6.14462e+07 -3.71813e+07 -3.4539e+07 8.70375e+06 -3.07066e+07 -6.1227e+07 6.84158e+07 -5.97844e+07 -2.1122e+07 -3.5513e+07 5.05448e+07 3.21036e+07 -7.36711e+07 -1.22481e+07 2.6973e+07 6.59801e+07 -5.3953e+06 8.69931e+07 
1.18019e+08 -2.48432e+07 -9.29575e+07 9.69845e+06 3.12595e+07 1.33255e+07 3.01407e+07 4.38536e+07 1.35637e+08 3.44194e+07 3.0317e+07 -6.22878e+07 -4.18827e+07 -7.72347e+07 9.95236e+07 -5.33107e+07 -4.76092e+06 -7.07096e+07 -5.28648e+07 -9.54513e+07 4.70357e+07 1.01235e+08 -1.75258e+07 3.46027e+07 2.58332e+06 -4.13347e+07 2.7087e+06 -2.91501e+07 3.94859e+07 1.00482e+07 -2.12982e+07 7.18962e+07 6.68222e+07 8.55759e+06 5.69974e+07 6.49112e+07 -1.43104e+07 
1.22575e+08 -5.02809e+07 -6.0603e+07 3.74621e+07 2.83633e+07 -8.36765e+06 4.55507e+07 3.41031e+07 1.16268e+08 1.36872e+07 3.34432e+07 3.46721e+06 -4.51438e+07 -6.63167e+07 1.10058e+08 -4.43409e+07 -3.64476e+07 -6.65282e+07 -6.84365e+07 -1.14081e+08 -5.59971e+06 9.68061e+07 -1.98979e+07 5.81636e+07 6.35403e+07 -3.7554e+07 1.7964e+07 2.90816e+07 6.42737e+07 -2.01405e+07 -5.32192e+07 1.10028e+08 6.55386e+07 -2.05227e+07 1.58168e+07 9.86861e+07 -3.5185e+07 
6.86748e+07 -3.4129e+07 -4.20054e+07 4.05379e+07 2.20279e+07 -1.79571e+07 1.62496e+07 2.51474e+07 7.79921e+07 3.40026e+07 2.02723e+07 4.25426e+06 -2.54772e+07 -4.00117e+07 4.99677e+07 -4.08068e+06 812527 -5.11458e+07 -5.92135e+07 -6.5857e+07 3.20025e+06 6.02317e+07 -2.25478e+07 4.46609e+07 3.34429e+07 -2.30413e+07 -1.04578e+07 1.45923e+06 3.82542e+07 -1.20696e+07 -2.79338e+07 7.50973e+07 3.64306e+07 -3.7763e+06 2.39764e+07 4.7752e+07 -4.49813e+06 
-1.29175e+08 1.19884e+07 1.17111e+08 6.24839e+06 -4.82476e+07 -1.13522e+07 -3.20835e+07 -5.36017e+07 -1.35895e+08 -9.91806e+06 -3.84751e+07 4.81836e+07 3.05357e+07 5.94507e+07 -1.09695e+08 7.5112e+07 2.10309e+07 6.5251e+07 2.42715e+07 8.6401e+07 -5.34787e+07 -9.34187e+07 1.73786e+07 -5.34333e+07 -2.27026e+06 3.0896e+06 -9.63196e+06 2.47723e+07 -4.41642e+07 -1.26949e+07 2.14838e+07 -6.66736e+07 -7.98166e+07 5.16034e+06 -6.94025e+07 -8.43673e+07 -9.47352e+06 
2.90708e+07 -1.67503e+07 -1.37052e+07 2.0745e+07 1.01429e+07 -5.23262e+06 5.60416e+06 1.64503e+07 3.00581e+07 1.66276e+07 1.31399e+07 5.49715e+06 -1.34642e+07 -1.39101e+07 1.36652e+07 1.06746e+06 7.92686e+06 -2.79627e+07 -3.20575e+07 -2.35436e+07 642881 2.25768e+07 -1.21172e+07 2.40298e+07 1.68759e+07 -1.0201e+07 -3.73956e+06 5.32755e+06 2.36082e+07 -1.13956e+07 -1.28964e+07 3.86419e+07 1.45655e+07 2.68468e+06 1.21862e+07 9.43729e+06 -2.89054e+06 
-1.24411e+08 3.77318e+07 7.87374e+07 -2.80575e+07 -4.60036e+07 1.50713e+07 -2.86266e+07 -5.03e+07 -1.0372e+08 -3.15173e+07 -2.95699e+07 -6.44817e+06 3.5734e+07 6.83372e+07 -8.8662e+07 1.97027e+07 5.2718e+06 8.58207e+07 8.77151e+07 8.5875e+07 -1.73773e+07 -9.8632e+07 3.16933e+07 -7.1131e+07 -4.12234e+07 2.03788e+07 -1.3556e+07 -1.88457e+07 -6.61594e+07 2.7765e+07 5.50511e+07 -8.75966e+07 -7.0072e+07 1.75178e+07 -3.25883e+07 -6.91054e+07 9.41702e+06 
