-21032.4 496.227 19670.4 -31869.5 8652.88 -17419.1 -11523.1 1668.11 -19864.4 26274.3 -27871.5 20172.4 36164.2 
8346.4 -203.265 -7820.17 12659.8 -3433.7 6901.15 4588.43 -651.742 7900.6 -10411.9 11052.5 -8017.09 -14347.9 
-1676.9 42.9342 1578.65 -2549.36 688.709 -1381.27 -928.734 126.692 -1595.96 2086.77 -2216.95 1615.94 2880.57 
4641.3 -133.477 -4397.5 7088.69 -1907.43 3799.5 2602.55 -324.904 4453.63 -5744.44 6123.13 -4501.69 -7966.65 
-21879.7 526.969 20489.3 -33180.1 9000.44 -18099.7 -12015.4 1716.48 -20696.6 27308.2 -28981.2 21008.4 37614.7 
17757.4 -414.333 -16593.6 26893 -7305.61 14716.2 9714.52 -1419.89 16754.4 -22195.3 23538.7 -17018.2 -30535.1 
516.777 -1.47865 -456.688 755.657 -213.643 448.404 255.014 -60.6852 455.791 -669.847 697.134 -472.056 -894.688 
-21270.2 568.338 20055.1 -32389.4 8744.78 -17492.1 -11822.5 1566.69 -20283.3 26419.4 -28110.1 20539.8 36535.5 
676.474 -12.2 -623.058 1016.35 -279.806 568.144 359.79 -61.2902 627.053 -854.836 902.454 -640.249 -1167.33 
-22494 583.021 21167.2 -34211.7 9249.38 -18531.4 -12458.9 1687.28 -21399.4 27978.7 -29747.1 21685 38647.2 
150.173 35.4252 -41.6233 132.259 -65.0405 197.159 -19.9883 -83.0938 24.2954 -277.545 243.89 -60.5318 -280.072 
