0.011056 0.0161898 0.85639
0.0107994 0.0173723 0.857572
0.0110866 0.0190412 0.899261
0.0119952 0.0217332 0.941953
0.0134775 0.025914 0.906134
0.0154209 0.0318078 0.832008
0.0176488 0.0393007 0.799481
0.0198181 0.047863 0.648023
0.0213616 0.0565134 0.456614
0.0217861 0.0640511 0.264091
0.021104 0.0695724 0.229613
0.0198467 0.0728896 0.31295
0.0188087 0.0744792 0.39456
0.0189283 0.0750353 0.475136
0.0212217 0.0750557 0.435157
0.0264744 0.0747673 0.554889
0.0346606 0.0742589 0.634401
0.0446496 0.0735604 0.633702
0.0444256 0.0727257 0.752908
0.103923 0.0719393 0.872142
0.104585 0.0715078 0.831711
0.105729 0.0718055 1.03203
0.107891 0.0731849 0.993409
0.111531 0.0758313 0.916056
0.116865 0.0797938 0.92002
0.123772 0.0851109 0.925337
0.131714 0.0917053 0.771873
0.139704 0.0991284 0.779317
0.146541 0.106419 0.426509
0.151328 0.11238 0.232411
0.153886 0.116259 0.396332
0.154705 0.118145 0.358219
0.154485 0.118714 0.43881
0.153731 0.118817 0.598954
0.152672 0.119091 0.639251
0.151398 0.119684 0.519805
0.149941 0.120391 0.680554
0.148354 0.121017 0.721182
0.146824 0.121471 0.761659
0.145657 0.121742 0.801933
0.145225 0.121945 0.882177
0.145876 0.122319 0.962574
0.147792 0.123098 0.923337
0.151014 0.124425 0.924667
0.155574 0.12642 0.886646
0.161389 0.129262 0.929511
0.168004 0.133053 0.853287
0.174453 0.137615 0.697813
0.179539 0.142418 0.702621
0.182519 0.146686 0.426834
0.183491 0.149662 0.429814
0.18314 0.150989 0.431127
0.182326 0.150887 0.55107
0.181687 0.149931 0.630139
0.181369 0.148674 0.748909
0.181168 0.14736 0.747621
0.180886 0.145911 0.826199
0.180434 0.144171 0.904485
0.179801 0.142136 1.0625
0.179102 0.140007 1.10038
0.178579 0.138105 1.29852
0.178464 0.136692 1.33712
0.178897 0.135825 1.17624
0.179996 0.135508 1.37597
0.181936 0.135931 1.29638
0.184817 0.137391 1.25783
0.188453 0.140088 1.30056
0.192312 0.143877 1.14432
0.195618 0.148065 0.908484
0.197613 0.151625 0.752017
0.197951 0.153792 0.714178
0.196857 0.154474 0.794894
0.194915 0.154149 0.834604
0.192682 0.153436 0.953926
0.190403 0.152665 0.913171
0.188001 0.151771 0.912293
0.185319 0.150537 1.0711
0.182357 0.148846 1.10944
0.179315 0.146754 1.18739
0.176516 0.144493 1.38519
0.17422 0.142381 1.42311
0.172482 0.140607 1.46136
0.171303 0.139182 1.41994
0.170871 0.138132 1.45893
0.171478 0.137663 1.45849
0.173319 0.138091 1.45894
0.176244 0.139583 1.34044
0.179553 0.14193 1.26279
0.182217 0.144477 1.0653
0.183476 0.146297 0.867114
0.183243 0.146665 0.787492
0.182005 0.145528 0.946425
0.180385 0.1435 0.944429
0.178716 0.141408 1.10241
0.176932 0.13981 1.10084
0.174817 0.138777 1.05985
0.172257 0.138049 1.17917
0.169308 0.137307 1.21849
0.166207 0.136311 1.21753
0.163271 0.134957 1.41625
0.160688 0.133249 1.37456
0.158468 0.13121 1.37257
0.156635 0.128972 1.45039
0.155394 0.126904 1.44836
0.155056 0.125534 1.44704
0.155785 0.125342 1.40687
0.157366 0.126512 1.32809
0.15914 0.1287 1.13029
0.160179 0.131005 0.932582
0.159761 0.132277 0.693845
0.157841 0.1317 0.65332
0.155041 0.129265 0.730957
0.152191 0.125727 0.887492
0.149849 0.122069 0.923908
0.148086 0.118931 1.00085
0.146638 0.116424 0.958375
0.145183 0.114329 1.07638
0.143482 0.112393 1.15452
0.141433 0.110437 1.23264
0.139041 0.108294 1.31058
0.136332 0.105785 1.26813
0.133438 0.102824 1.38523
0.13073 0.099518 1.42201
0.128736 0.0961062 1.37866
0.127931 0.0928511 1.41548
0.128493 0.0900111 1.29268
0.130071 0.087819 1.33056
0.131758 0.0863504 1.24914
0.132405 0.0853012 1.04813
0.1312 0.0840244 0.846883
0.128143 0.081998 0.84493
0.123999 0.079238 0.922265
0.119758 0.0761785 0.95928
0.11606 0.0732527 0.91643
0.113012 0.0706698 1.03394
0.110392 0.0684157 1.03177
0.107946 0.0663125 1.06974
