-1.10314e+06 -1.99358e+06 -2.57069e+06 -675706 1.47266e+06 665804 -416297 -2.94816e+06 1.19761e+06 -510705 1.58173e+06 1.7411e+06 -392044 -1.01468e+06 -2.13598e+06 -1.06849e+06 395698 2.4428e+06 2.89506e+06 
-1.29865e+06 -2.0139e+06 -2.23539e+06 -549444 1.16321e+06 326689 -479551 -2.23505e+06 316501 -474060 835486 825904 -939791 -273551 -1.20129e+06 -321680 -14934.6 1.9555e+06 2.10828e+06 
-224292 -199040 138936 -33859.3 -334541 -229835 -88650.6 409604 -765920 108212 -499023 -785703 -398871 602924 902530 699842 -353294 -396643 -561271 
1.09132e+06 1.62784e+06 1.74929e+06 1.14246e+06 -337474 -228456 385578 2.08224e+06 -343304 -20792.1 -785156 -686824 97966.6 406679 471889 252470 -248570 -1.31955e+06 -1.84049e+06 
-334928 117248 1.3615e+06 -6227.65 -1.54397e+06 -938572 -72824.1 2.30595e+06 -2.67687e+06 521571 -2.15689e+06 -2.96495e+06 -903896 2.10958e+06 3.63277e+06 2.28417e+06 -1.08524e+06 -2.1038e+06 -2.55753e+06 
-2.09362e+06 -3.71077e+06 -4.7121e+06 -1.17863e+06 2.70808e+06 1.13393e+06 -809103 -5.30651e+06 2.00346e+06 -973962 2.75104e+06 3.03178e+06 -939289 -1.67738e+06 -3.83881e+06 -1.77682e+06 607527 4.46569e+06 5.17283e+06 
-183914 -169809 5683.66 113936 -23569 -137340 -67990 253707 -488386 -38751.7 -333853 -456772 -435850 410979 394461 411382 -272839 -104374 -314686 
-699956 -1.11153e+06 -1.24765e+06 -1.04139e+06 96084.8 240991 -238693 -1.66868e+06 489547 117055 756640 681899 301837 -521578 -346891 -373152 363472 900386 1.51376e+06 
790117 1.88021e+06 3.50154e+06 1.01846e+06 -2.37491e+06 -1.35207e+06 334590 4.86489e+06 -3.49365e+06 714162 -3.29237e+06 -4.23582e+06 -736222 2.86144e+06 4.94772e+06 2.98624e+06 -1.4577e+06 -4.00279e+06 -4.94569e+06 
691711 1.2432e+06 1.82587e+06 650783 -960674 -512570 274217 2.32146e+06 -1.16882e+06 272961 -1.32264e+06 -1.57536e+06 -21614.5 984846 1.83465e+06 957751 -469533 -1.85286e+06 -2.20303e+06 
458039 909245 1.5527e+06 378996 -1.08098e+06 -524280 171797 2.0097e+06 -1.30953e+06 366501 -1.26323e+06 -1.65763e+06 -85461.9 1.06067e+06 2.01481e+06 1.15795e+06 -520009 -1.74735e+06 -2.05961e+06 
579469 1.06955e+06 1.55103e+06 287013 -1.03549e+06 -453740 225305 1.81952e+06 -917133 380335 -1.03294e+06 -1.26971e+06 238581 739583 1.6504e+06 813324 -278473 -1.62859e+06 -1.79556e+06 
144145 -152923 -903206 193592 1.11248e+06 586775 19605.3 -1.3395e+06 1.49915e+06 -426353 1.21882e+06 1.71476e+06 251096 -1.14846e+06 -2.27254e+06 -1.30713e+06 503174 1.39369e+06 1.47452e+06 
-433423 -183382 589426 22411.7 -811912 -619659 -142090 1.27172e+06 -1.83877e+06 262539 -1.39223e+06 -1.90266e+06 -915865 1.46503e+06 2.1651e+06 1.60084e+06 -820817 -1.05214e+06 -1.55213e+06 
-783715 -1.3765e+06 -1.97107e+06 -820009 964021 546279 -295846 -2.5407e+06 1.26297e+06 -249254 1.41412e+06 1.68093e+06 114283 -1.08256e+06 -1.85903e+06 -1.05815e+06 550008 1.95734e+06 2.4344e+06 
-573701 -891742 -1.01297e+06 -703107 176715 191227 -205559 -1.28259e+06 316940 56050.9 548103 513061 74032.6 -343761 -352969 -236794 195803 792419 1.11377e+06 
824635 1.40995e+06 1.63296e+06 361910 -845283 -350345 326964 1.71026e+06 -360974 307797 -784487 -722299 567902 317967 1.00584e+06 289712 101.745 -1.44607e+06 -1.53438e+06 
