-6.76972 20.6315 -1.25068 18.5783 -17.4839 -2.36337 13.9795 19.625 -4.11613 -25.1535 -4.22445 10.4358 11.9482 3.32739 7.75117 1.58574 -21.0283 -23.3604 -13.8259 -26.6102 -9.62376 -12.2784 26.3231 12.0189 12.6701 1.54342 12.0079 -12.3198 -13.6424 
-1.34868 1.05726 -0.0196379 1.63585 -1.45267 -0.232462 0.209473 0.477155 -0.528097 -1.56044 0.34665 0.588784 1.65983 0.196542 1.41746 0.375821 -0.386352 -0.755594 -0.652898 -1.13766 -0.265256 -0.301692 1.08156 1.61187 -0.260525 -0.200967 0.53598 -1.4703 -1.39188 
28.9088 -80.9364 4.73225 -72.2155 66.3137 7.36671 -52.1139 -79.6505 15.5866 97.1711 20.3073 -37.3035 -48.312 -12.2413 -29.7277 -2.46717 83.6218 95.1664 55.4307 104.269 37.0144 51.6159 -101.858 -50.283 -49.145 -10.0239 -50.435 46.1653 54.4128 
-24.0716 66.5267 -5.18819 58.2294 -54.447 -6.42066 44.1306 67.0058 -12.7646 -80.794 -16.604 30.4731 39.8934 9.75823 24.6144 2.22344 -68.9305 -78.5382 -45.6636 -87.2474 -30.2653 -42.0248 83.9015 41.0439 39.1572 7.85882 41.8354 -37.8023 -45.5569 
12.8502 -32.2533 2.20697 -29.4183 28.2141 2.28811 -21.6783 -32.4007 5.66963 41.1805 8.77436 -15.2968 -20.8355 -5.30637 -11.65 -0.560485 33.6674 39.3899 22.9816 42.5813 16.4671 21.6315 -41.266 -21.5062 -20.7543 -4.79393 -21.4119 19.1124 21.6155 
19.6154 -52.3075 2.92333 -47.08 41.7662 4.91706 -33.3411 -52.0828 8.6935 62.7835 13.0898 -25.5583 -30.6052 -8.40604 -20.3757 -1.64321 53.5547 60.8794 35.5604 67.5957 24.9186 32.8219 -64.8202 -33.8858 -32.0772 -5.85455 -33.1411 28.444 34.8666 
-68.3762 183.025 -12.4363 161.285 -150.757 -16.5888 118.664 182.809 -34.8112 -222.065 -46.849 87.3995 108.956 29.8294 69.3917 7.7002 -189.844 -215.659 -124.22 -239.711 -86.1632 -115.564 229.435 115.258 109.884 22.1475 114.458 -102.461 -122.624 
-25.0018 67.4207 -4.73039 59.9586 -54.9163 -6.742 42.6291 66.2571 -11.5977 -81.7186 -16.3326 32.1033 40.4308 11.6608 25.1342 2.86233 -68.6094 -78.1102 -46.1252 -87.4459 -31.2082 -41.4573 83.844 42.0525 41.1606 8.05047 41.7354 -37.9615 -45.2782 
1.08355 -4.70933 -0.21805 -4.72995 4.36494 1.08841 -3.80847 -5.21031 0.0167757 7.22925 0.509986 -1.73986 -3.91691 -0.79273 -1.20593 0.637333 6.46167 5.72184 3.4857 7.41103 2.30625 4.24703 -7.07113 -3.00663 -3.92672 0.014152 -3.99907 2.03184 3.01008 
55.7871 -147.539 10.0487 -132.11 121.147 13.1126 -96.7155 -149.59 26.685 180.775 37.5979 -71.015 -88.9485 -23.7816 -55.0656 -5.79719 153.59 176.994 99.9642 193.553 69.6792 94.7812 -187.042 -94.0602 -90.4925 -17.1635 -91.8862 84.4643 99.5196 
14.6862 -39.092 1.81074 -35.2181 32.9785 2.86205 -26.2547 -39.4052 7.1481 48.2497 9.93629 -18.2249 -23.5148 -6.04159 -14.2826 -1.02676 41.6542 45.8339 25.948 50.8261 18.4338 24.9195 -48.9383 -24.7168 -24.1113 -4.76561 -25.4268 22.8701 25.9403 
-5.72689 15.1511 -1.77279 13.1535 -11.4652 -0.57933 9.95921 14.7814 -2.7923 -19.2518 -4.52509 7.04747 8.71377 3.36573 5.96598 0.178891 -15.0139 -17.6239 -9.85303 -20.1373 -7.30875 -10.25 18.0543 10.4985 8.38513 2.63602 8.83546 -9.05815 -10.4266 
33.0135 -88.8067 5.98163 -79.5267 72.7633 8.59653 -57.3529 -89.9421 16.9276 107.371 22.7591 -42.0007 -53.4378 -13.4698 -33.7388 -3.99287 92.8845 105.526 60.7349 116.231 41.7268 55.6867 -111.38 -56.3079 -54.0797 -11.6145 -56.1153 50.6534 59.6778 
-34.5195 95.4777 -6.19457 84.0108 -78.6683 -7.84426 62.4286 94.8082 -17.3409 -114.984 -24.4139 44.1597 57.7731 15.6727 36.521 3.33337 -99.3276 -112.723 -64.8517 -124.368 -44.6421 -59.5576 120.231 60.4441 56.8575 11.4294 59.3121 -54.0087 -64.4401 
17.0359 -44.9355 3.98693 -41.1963 37.0816 3.95077 -30.5773 -46.1461 9.4059 55.8007 11.2738 -22.3885 -27.2009 -8.0205 -16.8705 -2.87591 48.091 54.5816 30.8595 59.1341 21.4663 29.7966 -57.1021 -29.228 -28.5502 -4.76465 -28.7267 24.7952 29.9815 
26.6558 -70.5806 4.38457 -64.509 59.3613 6.89697 -46.7946 -71.231 13.7814 87.4693 19.1223 -33.0245 -42.437 -11.7271 -27.7638 -3.46013 73.7784 85.18 48.6026 93.1024 33.876 44.7646 -91.0012 -44.8756 -44.182 -9.07836 -45.1043 40.9871 47.5691 
-35.4974 94.4931 -6.49449 82.73 -77.8286 -8.70964 61.4614 95.0597 -17.9647 -114.115 -23.9997 44.5646 55.6481 15.4584 35.8312 4.61349 -97.6702 -111.538 -63.1153 -122.722 -44.1846 -60.4159 117.764 59.9766 56.6667 11.3836 58.9533 -53.9207 -63.4749 
37.3698 -101.814 7.33128 -90.2955 82.845 9.8777 -67.0253 -101.315 18.2264 123.251 26.0848 -48.6828 -61.0334 -16.2985 -38.6276 -5.04322 105.736 119.737 68.3846 132.27 48.3262 65.0976 -127.192 -65.3341 -62.0434 -12.0023 -63.0213 57.3752 69.0709 
-4.73447 11.2487 -1.52502 10.2648 -9.49606 -1.53746 8.12256 11.8152 -1.8181 -13.2495 -3.03352 5.69464 7.25647 1.6995 5.25292 -0.239714 -12.4534 -12.8957 -8.07271 -14.0649 -5.61533 -7.93914 15.1933 7.96695 6.74526 1.4923 6.56018 -5.51051 -8.51218 
0.849919 -1.19687 0.810322 0.58972 -0.417705 0.638838 -0.181588 0.327525 0.0605503 1.08837 0.390246 -1.01792 -1.01082 0.15645 -0.645185 -0.0596145 1.11012 -0.27379 0.00822443 1.22114 -0.305889 -0.653334 -0.364171 0.339831 0.366888 -0.567205 0.460365 1.1839 -0.153389 
-27.8366 75.4129 -4.84825 66.7314 -61.1107 -7.24617 50.3236 76.4793 -14.0082 -92.0568 -19.0471 35.1476 44.8009 12.8334 28.4499 2.42323 -77.9762 -89.8367 -51.5246 -97.8244 -35.2919 -48.6875 95.3862 48.0651 45.5903 8.51506 47.2229 -43.4513 -51.066 
-10.2041 24.6428 -2.29163 22.422 -21.7662 -1.843 17.5701 25.3222 -4.76947 -30.2414 -6.47715 11.251 14.7911 4.83143 10.2346 1.6367 -26.9993 -30.7915 -17.7551 -33.3835 -11.5603 -16.9758 33.0939 15.782 15.0318 2.73372 15.2052 -13.7209 -17.9458 
3.02381 -9.6921 0.537899 -9.21812 8.81502 0.890825 -5.91441 -11.1332 2.66279 11.7254 3.059 -5.31244 -5.68853 -1.53712 -4.73293 -0.685368 11.6766 12.3389 7.49645 13.0492 5.07376 6.91948 -13.2936 -5.72983 -6.03281 -1.54654 -6.26582 5.79639 7.38909 
