-974131 172046 1.11295e+06 -33298.2 -375232 -585820 3.08886e+06 -3.25932e+06 856099 1.49077e+06 -5.0834e+06 
429180 -71372.7 -474662 34659.9 155907 245201 -1.31927e+06 1.40849e+06 -350873 -632364 2.16436e+06 
-27399.2 41176.7 35435.2 -20912.4 26191.5 -3130.16 143440 -163446 28278.8 32357.1 -325280 
-535913 63673.3 590576 -27874.8 -221427 -316472 1.61189e+06 -1.71199e+06 436771 797398 -2.58908e+06 
-55516.2 49800.5 65247.8 -28227.3 21820.1 -15875 230030 -258831 48264.5 69927.2 -469951 
803619 -143564 -907678 44014.3 298174 472528 -2.52691e+06 2.67982e+06 -688627 -1.21152e+06 4.168e+06 
608172 -136998 -677919 67765.6 184157 334594 -1.92567e+06 2.06865e+06 -504669 -890773 3.24209e+06 
