25238.5 13345.8 -2285.73 -12678.2 -16042.1 -11241.5 371.506 16066.4 30300.9 37017 33101.1 19131.5 3521.49 -7221.58 -9922.85 -4128.05 9729.15 27859.7 45158.5 52059.9 
-6033.5 -4464.55 -2289.25 -1021.57 -733.556 -1366.17 -2712.23 -4596.67 -6525.19 -7657.53 -7154.9 -5094.04 -2918.95 -1622.74 -1431.84 -2201.69 -3831.71 -6040.5 -8416.07 -9677.22 
-23645.9 -13032.5 599.397 9615.05 12495.3 8322.3 -1721.28 -15327.1 -27725.5 -33617.6 -30175.5 -17967.8 -4353.65 4960.92 7262.54 2207.66 -9800.25 -25541.1 -40634.6 -46723.4 
-11498.9 -6148.39 1463.28 6825.27 8796.44 6499.55 496.264 -7550.8 -14514.3 -17488.5 -15641.4 -9069.17 -1508.8 4051.6 5697.52 2851.84 -4347.73 -13662.3 -22150.1 -25105.8 
3491.2 1878.39 80.8085 -990.34 -1219.65 -616.875 619.984 2283.57 3894.39 4731.99 4179.82 2448.75 630.318 -473.787 -638.215 47.7502 1483.28 3383.59 5311.4 6213.68 
26009.4 14766.1 -403.632 -10641.6 -14067.7 -9435.27 2007.11 17416.1 31198.6 37536.6 33760.6 20311.4 5193.04 -5387.64 -8180.87 -2535.91 11139.8 28958.9 45733.6 52222.8 
28339 15495 -1616.42 -13148.7 -17005 -11792.2 1078.09 18446.1 34025.8 41229.9 36995 21833 4772.11 -7147.99 -10281.5 -3931.74 11461 31550.2 50517.7 57884.6 
24575.6 13954 -702.546 -10557.4 -13808.4 -9281.14 1792.43 16653.5 29944.8 36054.5 32348.7 19286.3 4677.82 -5509.74 -8161.88 -2688.29 10498.7 27651.3 43782.9 50042.9 
32997.8 16487.5 -4587.82 -18569 -23047.8 -16518.7 -845.769 20321.7 39535.1 48580.6 43203.6 24327.9 3258.8 -11191 -14786.3 -6948.75 11712.5 36129.4 59435 68711.3 
-85350.4 -41696.3 10641.8 45876.6 57686.9 41895.8 2772.84 -50559.8 -98659.5 -120739 -107646 -61478.2 -9142.19 27447 36968.3 17538.5 -29584.7 -91463 -150231 -172785 
53996.9 27504.8 -5405.14 -27534.9 -34877.2 -24814.7 -100.342 33317.4 63374.5 77249.5 68942.7 39780.9 6919.3 -15958.9 -21906.5 -9666.94 19893.2 58541.4 95125.3 109293 
