10087.9 29081 85974.1 -21280.4 68421.4 22364.1 56010.9 42924.2 -40282.4 88482.7 -33113.8 -127982 -29165 
9767.77 81917.8 215765 -33502.9 163931 51692.7 125776 109764 -91525.3 222508 -74831.9 -322562 -89167 
-54166.3 -353154 -947226 161518 -725374 -230141 -562916 -480453 408854 -976556 334560 1.41511e+06 379826 
59971.2 362467 978383 -171985 751215 238874 585249 495688 -424704 1.00854e+06 -347672 -1.46128e+06 -388222 
-12707 -23616.9 -76179.4 23673.2 -62516 -20892.7 -53210.8 -37542 38013 -78299.6 31342.7 113070 21987 
-24226.9 -186404 -493906 79104.1 -376217 -118841 -289713 -251049 210731 -509305 172326 738229 202111 
36573.7 175892 485419 -94064.9 376148 120442 296868 245068 -214974 500198 -176152 -724419 -185556 
3102.37 15680.6 43057.7 -8164.67 33299.8 10641.1 26199.8 21762.7 -18993.1 44376.8 -15553.4 -64272.6 -16596 
54094.9 376631 1.00498e+06 -167047 767870 243227 594015 510139 -431617 1.03616e+06 -353131 -1.50166e+06 -406492 
-21708.7 -156389 -416306 68319.3 -317752 -100540 -245414 -211437 178409 -429251 145930 622127 169051 
-339.571 -13008.4 -32552.4 3604.36 -24150.8 -7480.38 -17894.5 -16693.1 13084.6 -33591.8 10679.2 48756.6 14626.7 
