128489 209452 -418403 -410095 331013 -188705 446390 128365 -222042 -301687 -175117 294964 -152866 154547 -199857 161893 -205573 
55034.3 84394.8 -175392 -165535 138548 -83287.1 183961 56037.8 -88632.1 -121420 -68880.3 121329 -63608.4 59153.1 -83644 66937.8 -88884.2 
-187351 -295812 603173 579762 -476876 279481 -637981 -189063 312144 425913 244410 -421149 219464 -212774 288017 -231779 301128 
-190197 -315250 623108 616955 -493175 276955 -667906 -189020 334996 454210 265216 -441556 228088 -235655 297801 -242018 303499 
58468.9 93182.9 -188869 -182569 149340 -86854.8 200245 58839.6 -98449.7 -134166 -77241.1 132225 -68809.1 67512.3 -90171.2 72711.7 -93877.4 
6626.85 10906.5 -21649.1 -21347.6 17128.3 -9678.72 23148.2 6587.29 -11583.9 -15712.1 -9148.6 15302 -7929.26 8110.22 -10329.5 8390.34 -10586.8 
-23427.9 -36203.3 74873.8 70983.4 -59141 35365.9 -78661.6 -23812.8 38046.5 52070.5 29610 -51890.8 27187.4 -25509.4 35686.5 -28610.2 37830.5 
66043.6 103736 -212237 -203329 167750 -98800.1 224093 66744.1 -109365 -149319 -85494.5 147910 -77202.7 74249.7 -101269 81433 -106275 
-150313 -245927 490115 481458 -387783 220341 -523430 -149994 260845 354246 205896 -345913 179145 -181989 234136 -189800 240347 
54392.3 79928.6 -170836 -156987 134810 -83908.7 177065 56055.3 -83377.4 -114904 -64073.8 116626 -61650.4 53864.7 -81374.3 64576.5 -88382.5 
153689 249745 -499909 -489044 395492 -226061 532956 153726 -264635 -359732 -208600 352129 -182530 183856 -238848 193328 -245975 
76253.5 108892 -237221 -214089 187113 -119031 244048 79228 -113061 -156504 -86262.1 160596 -85261.8 71406 -113028 89151 -124319 
68152.3 105024 -217595 -205948 171886 -102972 228489 69338.4 -110341 -151076 -85844.2 150719 -78958.5 73869.3 -103754 83121.3 -110050 
