45721.5 13880.1 -82596.4 -88375.2 -45592.3 9994.37 29820 75654 -95796.6 -44445.8 -13581 -67999.1 5145.11 8495 56874.6 -67640.6 65052 
169627 51505.6 -306355 -327871 -169002 37085.7 110808 280576 -355288 -165006 -50478.7 -252066 18935.4 31763.1 211104 -250753 241390 
116309 35310.1 -210100 -224816 -115939 25414 75903.8 192437 -243666 -113108 -34568.8 -172931 13053.6 21672.8 144710 -172019 165502 
48439.7 14707.9 -87492.5 -93628 -48275.5 10590 31624.7 80131.4 -101469 -47107.2 -14406.3 -71999.6 5421.53 9045.85 60274.1 -71624.7 68928.7 
-127353 -38667 230037 246158 126938 -27840.6 -83125.7 -210690 266788 123841 37862.8 189325 -14275.2 -23753.7 -158456 188335 -181213 
-36178.2 -10979.5 65397.4 69933.6 36131.2 -7891.51 -23525.1 -59917 75854.8 35142.6 10704.3 53898 -4138.79 -6619.77 -44969 53605 -51464.6 
60608.9 18404.9 -109457 -117149 -60378.1 13255.3 39602.6 100243 -126939 -58960.5 -18042.8 -90051.5 6754.91 11364.6 75433.8 -89582.8 86250.5 
95247.3 28921.3 -172018 -184101 -94890 20825.1 62227.1 157540 -199491 -92655.3 -28348.9 -141529 10626.1 17844.2 118541 -140792 135544 
-114117 -34643.4 206151 220583 113760 -24925.9 -74467.4 -188824 239084 110983 33909.9 169688 -12817.8 -21249.9 -141981 168788 -162386 
20052.9 6086.26 -36231.4 -38759.7 -20001.5 4377.32 13070.6 33190.6 -42021.2 -19495.1 -5950.53 -29835.4 2265.88 3712.34 24940.7 -29676.3 28530.3 
-10567.8 -3202.71 19140.1 20429.8 10613.7 -2296.77 -6798.35 -17551.4 22211.2 10227.3 3084.98 15834.7 -1276.48 -1830.16 -13098.3 15741.6 -15019.3 
133380 40491.8 -240961 -257813 -132994 29141.7 86997.7 220710 -279461 -129682 -39616.3 -198369 15010.5 24785.9 165925 -197320 189782 
77053 23399.4 -139139 -148935 -76730.6 16853.4 50383.1 127418 -161356 -74977.6 -22956.9 -114441 8555.66 14496.8 95920.6 -113851 109661 
