0.816913 0.00551933 -0.000482668
0.819871 0.00622088 0.00422088
0.820221 0.0069583 0.0049583
0.816024 0.00776251 0.0137645
0.808057 0.00864204 0.00664204
0.798628 0.00957667 0.00357467
0.789515 0.0105211 0.0165231
0.781613 0.0114132 -0.0225948
0.775479 0.01221 0.00220797
0.771534 0.0129308 0.0149308
0.769715 0.0136408 0.0156408
0.768702 0.0143928 0.0243948
0.765893 0.0151979 0.0091959
0.759327 0.0160423 0.00604035
0.749465 0.0169208 0.0229228
0.738223 0.0178314 0.0158314
0.726955 0.018717 0.028719
0.715934 0.019435 -0.062585
0.715644 0.0198462 -0.00215985
0.568875 0.019934 -0.014074
0.569348 0.0198019 0.0178019
0.569857 0.0195845 0.0215845
0.570433 0.0193756 0.0253776
0.571084 0.0192066 0.0212066
0.571791 0.0190707 0.0250727
0.572508 0.0189593 0.0289613
0.573173 0.0188807 0.0248827
0.573744 0.0188504 0.0568604
0.574238 0.0188532 0.0128512
0.574722 0.0188299 0.0208299
0.575249 0.0187158 0.0287178
0.575829 0.0184728 -0.00353317
0.576448 0.018108 0.02411
0.577103 0.0176829 0.0316869
0.577789 0.0172734 0.0232754
0.578451 0.0169097 0.0309137
0.578945 0.0165425 0.0305465
0.579134 0.0160458 -0.0419682
0.578999 0.0153124 -0.00269155
0.578645 0.0143636 0.0243656
0.578207 0.0133153 0.0193173
0.577777 0.012266 0.022268
0.577389 0.0112591 0.00925909
0.577034 0.0103115 0.0323175
0.576704 0.009432 0.007432
0.576408 0.0086155 0.0346215
0.576161 0.00781881 0.0218228
0.575947 0.00695137 -0.0310586
0.575709 0.00594358 0.0119456
0.57538 0.00482094 0.0228249
0.574922 0.00366817 0.0136702
0.574344 0.00255867 0.0245647
0.573706 0.00154017 0.0195442
0.573085 0.000639831 0.0266458
0.57251 -0.000140129 0.0138639
0.571932 -0.000827858 0.0211781
0.571226 -0.00148185 -0.00748385
0.570284 -0.00218727 0.0238187
0.569127 -0.00303622 -0.0650522
0.567872 -0.0040563 0.0139477
0.566617 -0.00516223 0.0168438
0.565405 -0.00622843 -0.000226432
0.564253 -0.00716883 0.0148372
0.563171 -0.00792835 0.00607565
0.562152 -0.00846782 0.0255402
0.561154 -0.00879459 0.0132114
0.560086 -0.00901791 0.0249901
0.558879 -0.00934394 -0.0993659
0.557558 -0.00991646 -0.00791646
0.556207 -0.0106669 0.0233411
0.554901 -0.011406 0.018602
0.553687 -0.0120063 0.0180017
0.552592 -0.0124452 0.0175628
0.551618 -0.0127504 0.0132556
0.550737 -0.0129504 0.0250596
0.549891 -0.0130537 0.0209543
0.548994 -0.0130576 0.0289524
0.547954 -0.0129695 0.0330425
0.546744 -0.0128249 0.00517912
0.54545 -0.0126665 0.0173415
0.544195 -0.0125021 0.0215059
0.543068 -0.0122965 0.0177115
0.542122 -0.0119929 0.0260171
0.541397 -0.0115345 0.0304755
0.540885 -0.0108905 0.0151155
0.540478 -0.0100732 0.0239348
0.539968 -0.00914035 0.000861648
0.539213 -0.00820154 0.0258065
0.53828 -0.00739762 -0.0854176
0.537359 -0.00679206 0.0232159
0.536578 -0.00629459 0.0117094
0.535959 -0.00575414 0.0202519
0.535475 -0.00508412 0.0289239
0.535096 -0.00428513 0.00571687
0.534814 -0.00340149 0.0146025
0.534632 -0.00247082 0.0275372
0.534543 -0.00152216 0.0244838
0.534511 -0.000603823 0.00539817
0.534493 0.000235614 0.0102376
0.534482 0.000994518 0.0310025
0.534512 0.00171605 0.027722
0.53464 0.00244692 0.0324549
0.534924 0.00321966 0.0292256
0.535393 0.00406024 0.0420702
0.536036 0.00498185 0.0429918
0.536795 0.00596547 0.0239695
0.53756 0.00696181 0.0409698
0.53819 0.00791291 0.0139149
0.538622 0.00877988 0.0227839
0.538947 0.00957306 0.031579
0.539314 0.0103491 0.0403571
0.539812 0.011167 0.037173
0.540438 0.0120463 0.0420543
0.54115 0.0129623 0.0069603
0.541909 0.0138847 0.0278887
0.542685 0.0148018 0.0448097
0.543432 0.0156541 0.0376601
0.5441 0.016294 -0.089732
0.544688 0.0166245 0.0546345
