-548.183 2562.53 1958.03 -2699.88 -1757.16 3522.22 1379.86 -2260.46 -2967.95 -2065.4 -78.4353 313.414 -708.447 3184.6 3427.07 930.354 -2666.55 2928.43 2721.53 -1294.77 1904.09 3827.88 1764.19 -2013.39 -3268.12 1938.73 -254.907 1166.36 -3980.27 2863.74 1818.36 2327.63 -1656.83 1021.65 -1168.83 2127.81 920.162 -3266.63 1602.5 3603.56 -4146.63 1764.41 719.716 -498.404 -2194.16 3198.16 1774.88 -419.773 2716.3 -3581.42 -1152.31 -3997.09 1408.33 -418.679 -1413.53 -707.996 615.563 2422.22 2193.25 
-1601.42 5446.03 3835.46 -4487.94 -3940.03 7002.14 1718.05 -4290.16 -4781.01 -4657.83 492.906 1152.54 -1446.94 6291 7190.98 898.431 -4752.83 5606.75 4794.27 -2185.27 4291.69 7780.27 4101.52 -3861.26 -5590.69 4269.24 -144.83 1464.81 -7907.25 5154.43 3797.53 5013.86 -2749.3 1221.22 -2157.4 3696.58 1276.38 -5925.09 2453.27 6599.09 -8353.28 2600.96 1594.41 -1524.06 -3673.98 5767.2 2859.17 15.1092 5271.04 -7148.49 -2684.77 -8116.07 1775.93 -1210.18 -2499.71 -1328.72 1442.23 5055.2 4106.43 
940.633 -2077.56 -1210.81 739.567 1666.08 -2306 287.794 1223.38 637.122 1998.84 -701.107 -825.333 507.232 -2026.5 -2678.38 491.483 1112.76 -1670.28 -1066.44 381.372 -1841.62 -2707.6 -1836.5 1162.08 1078.8 -1757.06 -260.323 239.943 2614.56 -1226.53 -1406.05 -1976.18 430.43 273.072 561.889 -766.231 32.9395 1461.24 -204.361 -1690.4 2840.69 -91.4637 -656.074 944.074 646.53 -1403.21 -399.327 -714.629 -1634.65 2365.7 1209.8 2816.05 268.839 712.74 591.092 360.319 -639.808 -1854.12 -1143.06 
-391.476 -101.538 -393.412 1322.79 -135.507 -595.683 -1229.2 602.749 1599.69 -185.597 641.01 465.418 80.796 -593.757 -220.964 -1076.47 986.798 -707.503 -1060.4 613.168 175.531 -483.4 266.319 474.042 1448.79 76.3735 407.081 -1038.31 665.553 -1039.45 -124.916 -15.3454 832.304 -960.871 367.807 -885.808 -690.795 1120.73 -981.73 -1178.57 598.859 -1186.79 38.4913 -428.191 1031.56 -1121.02 -935.443 897.642 -579.617 589.266 -187.049 513.259 -1233.8 -293.108 515.209 204.474 83.3573 -187.086 -610.83 
151.251 -2461.61 -2193.31 3710.61 1502.1 -3822.23 -2438.56 2658.88 4218.33 1719.95 674.817 148.861 724.499 -3501.6 -3357.21 -1880.07 3353.59 -3354.32 -3468.76 1758.16 -1595.46 -3996.82 -1352.23 2302.76 4337.31 -1721.64 578.688 -2039.52 4288.73 -3609.35 -1818.75 -2180.16 2316.79 -1827.28 1426.11 -2779.92 -1478.41 4057.5 -2374.72 -4405.85 4396.94 -2731.34 -638.485 65.3338 2993.83 -3984.49 -2505.54 1231.44 -3070.51 3904.78 901.897 4177.75 -2464.05 102.961 1778.72 864.645 -505.151 -2427.19 -2617.29 
935.404 -4615.01 -3580.64 5068.03 3125.44 -6400.98 -2678.39 4190.16 5598.39 3651.95 245.499 -471.161 1283.12 -5825.59 -6173.3 -1846.64 4925.23 -5349.65 -5040 2452.23 -3363.73 -6924.02 -3123 3666.03 6109.87 -3438.27 540.786 -2290.8 7200 -5345.73 -3266.93 -4155.76 3154.64 -1994.03 2173.76 -3971.76 -1749.89 6067.4 -3015.09 -6671.42 7517.69 -3379.36 -1291.98 818.01 4081.35 -5917.66 -3298.93 913.714 -4940.86 6534.6 2031.66 7231.25 -2736.15 696.836 2560.76 1325.92 -1126.85 -4386.88 -4028.22 
-1845.78 8089.21 6135.07 -8280.22 -5578.27 11009.4 4130.13 -7091.88 -9080.94 -6539.02 -116.261 1065.12 -2215.71 9987.88 10777.4 2734.52 -8203.87 9095.53 8355.06 -4013.31 6027.61 11993.5 5622.89 -6247.88 -10049.8 6119.86 -736.546 3515.29 -12381.5 8916.96 5714.69 7338.76 -5148.71 3034.75 -3644.88 6557.99 2748.71 -10138.4 4839.44 11180.7 -12979.5 5361.29 2287.45 -1667.29 -6706.24 9878.05 5362.37 -1166.71 8451.5 -11259.3 -3680.74 -12518.6 4220.71 -1374.8 -4275.1 -2239.93 2040.11 7647.98 6812.04 
-771.825 6184.05 5175.44 -8174.21 -3962.07 9128.89 4962.71 -6188.9 -9190.21 -4578.15 -1073.59 83.3716 -1781.08 8337.05 8361.1 3693.2 -7598.88 7854.17 7839 -3905.01 4231.2 9681.89 3766.18 -5380.81 -9674.12 4444.99 -1135.1 4195.33 -10262.2 8194.91 4472.82 5510.17 -5093.16 3725.55 -3278.97 6235.93 3093.86 -9257.47 5091.92 10101 -10596.6 5808.8 1664.96 -579.358 -6578.28 9070.12 5445.77 -2242.38 7200.67 -9306.63 -2466.52 -10116.2 5039.51 -565.926 -3996.96 -1984.88 1361.1 5988.99 6035.41 
1483.28 -3273.65 -1919.85 1155.53 2627.75 -3644.43 441.898 1924.16 996.234 3147.47 -1099.83 -1299.71 795.879 -3194.13 -4213.92 764.771 1749.76 -2631.38 -1668.42 588.724 -2906.13 -4277.08 -2875.43 1839.44 1682.88 -2779.05 -430.801 391.336 4128.47 -1924.95 -2229.88 -3124.22 670.679 435.659 879.816 -1198.35 53.0209 2292.19 -323.088 -2651.47 4487.92 -136.718 -1033.97 1493.03 1031.53 -2203.62 -636.444 -1126.16 -2596.03 3751.1 1914.22 4449.78 417.507 1118.83 942.271 570.501 -1011.64 -2925.13 -1811.36 
2379.29 -11954.7 -9316.27 13174.9 8098.83 -16660.6 -7042.04 10831.5 14555.7 9459.07 690.139 -1208.75 3321.69 -15099.1 -15995.6 -4874.54 12815.3 -13924.8 -13106 6317.3 -8739.11 -18015.9 -8019.49 9567.26 15854.6 -8950.36 1341.99 -5936.82 18769.3 -13831.7 -8530.39 -10826.6 8150.62 -5206.69 5624.28 -10310.5 -4584.71 15728 -7885.28 -17293.8 19556.8 -8786.82 -3339.52 2104.99 10686.1 -15382.8 -8671.52 2410.26 -12914.1 17000.2 5272.42 18809.4 -7176.3 1779.13 6769.64 3431.1 -2860.85 -11369.1 -10513.1 
