0.505058 8.94052 15.0253 13.3093 5.74892 -1.02989 -20.39 -24.3431 -11.357 -4.103 7.43384 32.387 46.0936 49.1779 53.3476 51.1196 64.5735 58.416 42.1189 43.7647 50.9815 51.4149 56.0395 77.9821 78.9089 78.1614 82.4067 62.5048 49.3725 30.5175 5.96128 5.58851 2.70449 6.03545 20.5147 29.8913 37.8481 33.5774 23.5719 13.8549 -9.6851 -39.2186 -53.4536 -57.4184 -56.1843 -40.574 -38.6879 -16.3995 10.2243 5.50858 3.98683 0.71566 -15.5779 -41.199 -45.1932 -53.8634 -30.9844 -8.14325 4.41562 43.199 69.5658 68.5744 75.1086 63.6126 41.0825 2.89938 -4.78756 -23.7968 -32.273 -15.1915 6.28536 32.887 56.3322 74.4697 68.5838 58.512 48.7307 6.24755 -10.7046 -11.8547 -25.8773 -7.01304 6.64018 30.5279 52.2204 46.5232 20.6981 -0.0887705 -28.7089 -68.3914 -87.4246 -89.3945 -72.5891 -41.2425 -11.982 17.4696 50.4129 50.8299 31.8866 15.6466 
-0.577318 -6.13469 -9.4215 -8.25414 -2.79666 0.114721 12.9772 13.9386 5.85222 0.636419 -4.47934 -18.4746 -28.6971 -30.0686 -32.0449 -30.277 -38.7044 -35.2967 -24.6555 -26.763 -31.0914 -30.9861 -34.7222 -45.734 -44.9147 -45.2884 -47.5339 -33.7648 -27.1373 -15.9127 -1.71625 -3.01931 -1.73371 -2.78482 -11.6232 -14.8285 -20.1284 -14.5125 -9.04537 -5.61172 9.57752 25.2394 31.2737 33.5183 33.5263 23.6927 25.0677 13.1124 -3.35641 1.14522 -0.0444662 2.39111 10.4412 23.0837 24.6221 29.8125 15.9293 2.00285 -2.24288 -25.014 -39.6537 -38.1229 -42.6071 -34.9102 -24.1612 -2.43333 0.104441 11.1524 17.4729 8.57642 -2.5963 -16.858 -30.2197 -40.0371 -35.921 -30.347 -27.2453 -4.07379 5.61358 6.06626 13.1055 3.19281 -2.53774 -14.0441 -27.4907 -21.145 -6.50187 5.24301 19.8694 39.5234 49.0333 48.7914 39.2488 20.6719 6.53515 -8.58978 -25.8927 -27.0281 -14.9128 -7.52769 
-0.860133 0.292472 1.92877 1.84459 0.655593 -0.544916 -2.26965 -1.66617 -0.680981 -0.989823 -0.140029 3.20035 4.32587 2.79939 4.93139 3.31711 5.93339 4.57851 2.87821 2.61196 3.99156 5.1497 4.71102 5.93162 5.92894 5.649 5.88761 4.26732 3.5619 2.8113 1.6809 0.588647 1.00179 1.59036 1.37956 2.52821 2.78091 2.93892 1.27639 2.22204 -0.515515 -2.06413 -4.36502 -4.05951 -4.345 -2.25509 -3.35495 -0.0617408 1.32649 1.26536 1.29233 1.0382 -1.21357 -3.41355 -4.05914 -4.713 -3.27561 0.216469 1.11992 2.9905 5.45184 5.95179 5.18566 3.81735 2.34816 -0.897728 -0.646401 -1.88895 -1.73579 -0.506415 1.80682 3.0107 4.66172 6.42107 5.47001 4.40125 4.48984 1.38508 -1.26554 -0.732969 -1.68631 0.191521 2.10751 3.31404 5.16584 3.9875 3.03119 0.348601 -1.20679 -4.42492 -5.55758 -7.06403 -4.39308 -3.36668 -0.799183 1.60506 4.63979 4.58441 1.80798 0.726783 
-1.21134 -4.97966 -10.2798 -8.89391 -3.06789 1.41296 12.7475 16.4707 7.76824 1.87066 -4.772 -20.442 -29.1693 -31.582 -33.7717 -31.7624 -39.601 -36.1873 -26.2329 -26.7278 -33.3883 -33.0902 -35.9722 -48.2607 -48.5288 -47.7743 -50.5197 -37.0233 -30.0273 -16.9154 -3.35838 -3.49454 -1.27545 -2.3801 -12.0474 -16.272 -21.1078 -16.049 -10.1832 -5.23331 8.4049 26.2615 34.2748 36.5217 34.1663 27.2009 27.193 12.9469 -1.20036 1.42464 0.533576 1.23816 11.6462 25.9874 25.5438 31.5437 16.8573 3.33506 -2.01384 -24.125 -39.817 -39.1671 -44.5134 -37.2948 -24.459 -2.15307 1.59654 12.5245 18.8919 9.07482 -1.79075 -18.1839 -29.7121 -39.9393 -35.3624 -31.7548 -26.1732 -2.80343 6.18212 5.46855 15.8909 5.51491 0.264213 -12.2353 -24.4661 -20.5347 -5.07254 7.36273 21.5445 42.6694 53.448 51.3525 41.9829 22.7129 7.80144 -6.81887 -26.5064 -26.4149 -14.4576 -6.85702 
-0.15624 4.2184 7.34335 6.58478 2.34793 -0.188142 -10.0477 -10.735 -5.99917 -0.474711 3.17117 14.6513 21.2775 23.6036 24.7418 24.0958 31.4739 27.1032 21.0498 19.7826 23.4895 25.7463 26.9977 36.2724 36.8758 36.628 37.6898 28.137 23.1375 13.6834 3.3072 3.66468 1.46233 2.65194 10.8485 14.0859 17.6199 14.0166 10.0407 4.62017 -5.45048 -17.5225 -24.5462 -27.5595 -25.344 -18.5566 -19.0165 -9.32073 2.25558 0.644408 1.84786 -0.333683 -7.75824 -18.8519 -19.9934 -24.7773 -12.5772 -2.97917 1.72442 18.6761 32.2825 30.2298 33.6516 29.3438 18.7902 2.4903 -2.21234 -9.72443 -13.7027 -6.30702 1.88651 14.9344 25.0067 32.845 28.9156 25.9057 21.1154 3.62273 -3.96587 -3.87749 -10.7405 -3.54134 2.89242 13.309 22.4441 19.0802 8.36865 -1.86854 -14.3574 -32.0286 -39.3689 -40.623 -32.5015 -17.2207 -6.31346 6.47051 22.7818 22.3638 12.7773 6.27323 
0.161247 2.25061 2.46277 1.3393 0.371554 -0.715162 -3.24448 -3.21551 -0.7412 0.0337267 1.63963 5.85732 7.33267 7.99843 9.4443 8.04711 10.3905 9.20589 6.07097 7.87189 7.4607 9.07562 9.31126 12.0366 12.9111 13.5231 13.8133 9.55466 9.32434 4.33876 2.19939 1.8843 1.31128 0.515502 3.9167 4.78182 6.4361 6.72296 4.86522 3.0217 -0.887237 -5.05947 -7.29512 -9.80886 -8.3072 -5.43367 -4.84408 -2.40613 2.16828 1.85393 1.11374 0.842964 -2.34806 -6.67447 -6.53396 -8.92623 -4.46727 -0.656377 0.584 7.57369 10.4559 10.7595 12.2098 10.351 5.88829 0.305706 -0.792246 -4.28481 -5.71018 -1.472 1.14544 4.97119 8.95478 12.408 11.1928 9.80559 7.65891 1.91379 -0.721479 -2.3857 -4.08911 -1.46664 2.40359 5.5517 10.1026 8.65127 4.58023 0.167932 -4.49305 -11.2369 -14.0792 -13.4919 -10.6786 -5.63068 -1.89032 2.2347 9.36266 8.12125 5.96457 1.90636 
0.0411839 -2.51775 -6.20064 -5.70038 -1.35366 -0.714843 6.66652 9.19088 3.1085 0.340845 -3.5271 -10.6723 -15.6141 -17.822 -18.8461 -16.9313 -22.1758 -19.9183 -14.5609 -14.7381 -18.1677 -18.8028 -19.0964 -26.2419 -26.6991 -26.0664 -27.3113 -20.3565 -15.7743 -9.48794 -0.461045 -0.758503 1.05198 -0.441761 -5.55216 -7.44137 -11.0561 -8.38161 -6.24306 -2.10776 5.04681 14.879 20.6461 22.0478 19.8618 14.962 16.4157 8.59351 -0.580033 1.16348 0.610438 0.651312 5.06843 13.0082 14.9709 17.7114 9.03046 1.42995 -1.32954 -14.1415 -23.6241 -23.6185 -26.5607 -21.8834 -14.1059 -3.0493 0.784547 7.73971 10.4522 5.67279 -0.334704 -9.14657 -16.9728 -22.3461 -20.2301 -18.4901 -15.1528 -1.7227 3.91241 4.89903 9.75522 4.55413 0.125994 -6.76732 -13.7939 -11.7106 -4.30205 2.51936 12.284 25.0072 30.3154 28.6857 22.6826 13.9116 4.8984 -4.35488 -16.8118 -16.1211 -9.76303 -5.46082 
-0.0991199 1.60428 4.93719 3.74482 1.58934 0.317391 -5.8771 -6.43926 -3.40074 0.0965664 2.62072 8.99687 12.1829 12.952 13.9835 13.0345 17.1294 15.2557 12.0031 10.9778 13.9592 14.2848 14.0262 21.0503 19.7893 18.4099 20.5075 13.2806 11.7601 5.57436 0.951706 -0.143175 -0.105549 0.641366 3.36429 4.65438 6.60126 5.37765 3.10784 1.01178 -4.78425 -11.9332 -14.2235 -14.675 -14.8477 -12.1575 -11.1439 -5.82469 -0.63943 -1.75211 -1.64963 -1.85621 -3.98135 -10.4639 -10.8639 -12.8522 -6.07064 -0.602814 1.32675 10.3397 17.3482 16.3847 19.3617 15.6666 11.8394 1.94485 -0.322174 -4.65157 -6.98571 -2.95167 0.633908 5.93431 12.3588 15.2397 14.0994 12.5394 10.4478 1.89766 -2.38914 -1.85132 -5.49491 -1.86675 0.988143 4.8465 10.2097 6.91653 0.477859 -2.47247 -8.97948 -17.8697 -20.7967 -20.7569 -15.0373 -8.28428 -2.95246 4.27253 10.8 11.0558 7.10587 3.11046 
0.691917 -3.59134 -4.76965 -5.07605 -1.80414 0.441725 6.81923 8.16249 4.35632 0.462363 -1.84297 -11.791 -15.6289 -18.2158 -19.2008 -18.1756 -23.0341 -21.0034 -14.18 -15.7516 -18.6543 -17.6645 -20.3923 -26.504 -26.5327 -27.7532 -28.7567 -22.2581 -17.8699 -11.4384 -2.84366 -2.64514 -2.2776 -2.77174 -7.81818 -10.971 -13.1555 -12.3551 -9.85083 -5.11437 3.13072 13.6387 18.7355 19.7434 19.6412 12.9993 13.6558 5.6063 -3.77254 -2.03752 -2.59645 -1.12 4.8184 14.8185 16.3654 18.6563 10.3445 2.6338 -0.38785 -14.9508 -23.7863 -24.3928 -25.5432 -21.0677 -13.1849 -0.3503 2.57043 8.2153 10.554 5.49731 -1.49466 -12.2041 -20.6155 -25.6466 -24.1791 -20.2099 -17.4571 -2.53543 4.33273 4.50079 9.21254 2.60303 -2.61626 -10.9779 -18.4625 -17.1115 -7.6574 -0.585617 9.81408 24.4753 30.7355 31.263 24.5478 14.7193 3.92555 -5.2658 -18.4913 -18.2725 -10.4862 -6.07993 
0.529176 -8.30857 -14.5683 -12.435 -5.6582 0.843588 17.4147 21.1234 9.97153 2.7613 -7.01319 -27.6201 -41.5089 -44.1931 -46.9868 -46.0765 -57.5054 -50.2661 -36.8993 -37.7575 -45.4243 -45.0005 -48.4649 -66.6319 -68.5838 -66.5424 -72.1908 -52.9468 -43.1237 -24.7639 -3.82984 -4.28963 -0.721282 -4.81583 -17.0385 -24.484 -32.632 -26.7623 -18.9335 -11.3985 10.3006 34.3636 46.2934 51.8612 49.0448 36.0503 36.2166 14.8207 -7.32149 -3.9232 -2.98936 7.72189e-05 13.0666 36.4132 39.2846 45.9248 26.1371 5.72394 -3.24851 -37.4713 -60.1034 -60.5924 -65.6317 -55.462 -35.841 -3.61844 3.6864 20.3043 27.9045 13.5007 -4.95458 -28.3389 -48.2546 -64.0085 -58.1392 -49.7033 -41.9025 -6.08093 9.38519 9.94856 22.0462 7.72292 -4.43224 -25.5321 -44.0792 -38.3193 -16.5717 1.2674 27.0543 59.511 76.8383 77.3649 61.9141 36.7015 10.876 -14.8119 -44.0984 -45.4182 -28.0199 -13.7991 
