-431863 1.17458e+06 889765 238958 753021 -374346 -406329 718342 -763134 393714 154860 253231 -476341 -545836 -389261 748395 728669 
465108 -1.26113e+06 -954918 -257877 -809833 401132 436056 -771880 818703 -421929 -166164 -271697 509789 587097 420010 -804145 -782452 
1.00056e+06 -2.71515e+06 -2.05614e+06 -554448 -1.7428e+06 864059 938939 -1.66149e+06 1.763e+06 -908852 -357816 -585048 1.09849e+06 1.26341e+06 903094 -1.73095e+06 -1.68453e+06 
406538 -1.10522e+06 -837173 -225006 -708719 352141 382312 -675999 717987 -370367 -145704 -238251 448010 513730 366527 -704275 -685649 
-1.28102e+06 3.4779e+06 2.63397e+06 709602 2.23183e+06 -1.10714e+06 -1.20283e+06 2.12799e+06 -2.25858e+06 1.16456e+06 458408 749473 -1.40784e+06 -1.61788e+06 -1.15585e+06 2.21698e+06 2.15774e+06 
-244328 663449 502438 135358 425695 -211226 -229438 405908 -430855 222138 87425.5 142989 -268575 -308600 -220468 422883 411597 
417566 -1.13669e+06 -861172 -230905 -728391 362470 393281 -695014 738685 -381226 -149898 -245104 461404 527957 376161 -724099 -705136 
1.25105e+06 -3.39533e+06 -2.57129e+06 -693179 -2.17924e+06 1.08061e+06 1.17419e+06 -2.07764e+06 2.20474e+06 -1.13664e+06 -447474 -731628 1.37388e+06 1.57979e+06 1.12907e+06 -2.16452e+06 -2.10653e+06 
-873949 2.37247e+06 1.79672e+06 484176 1.52253e+06 -755194 -820479 1.45165e+06 -1.54064e+06 794323 312673 511260 -960223 -1.10371e+06 -788643 1.51235e+06 1.4719e+06 
-703361 1.90857e+06 1.44529e+06 389800 1.22509e+06 -607363 -659986 1.16792e+06 -1.23925e+06 638814 251496 411258 -772096 -888119 -634893 1.21675e+06 1.18411e+06 
-585989 1.59031e+06 1.20435e+06 324685 1.02074e+06 -506127 -549974 973146 -1.03265e+06 532382 209595 342675 -643488 -739960 -528861 1.01384e+06 986665 
482596 -1.3127e+06 -994412 -267007 -841525 418393 454122 -802793 852897 -440045 -173079 -283013 532418 609983 434956 -836381 -814350 
-653693 1.77625e+06 1.3454e+06 361890 1.13934e+06 -565758 -614405 1.08658e+06 -1.15377e+06 595092 234168 382848 -719674 -825881 -589504 1.13203e+06 1.10198e+06 
