360210 2.45835e+06 315992 2.43191e+06 369674 
-3.72587e+06 -2.69315e+07 -3.30464e+06 -2.66985e+07 -4.21124e+06 
-454603 -3.29779e+06 -402903 -3.26795e+06 -515696 
