3.61681e+06 -4.66657e+06 1.14915e+06 5.52262e+06 2.40982e+06 2.8106e+06 3.06296e+06 -1.22096e+06 564625 4.88312e+06 1.89617e+06 51594.4 4.3047e+06 
6.05891e+06 -7.81819e+06 1.9249e+06 9.25208e+06 4.03785e+06 4.70845e+06 5.1314e+06 -2.04571e+06 945784 8.18057e+06 3.17703e+06 86142 7.21207e+06 
-894022 1.15354e+06 -284044 -1.36514e+06 -595719 -694745 -757132 301823 -139563 -1.20705e+06 -468734 -12738.3 -1.0641e+06 
-1.0728e+06 1.38226e+06 -341756 -1.63693e+06 -711998 -833404 -907945 360770 -167407 -1.44753e+06 -560698 -16237.6 -1.27471e+06 
3.2376e+06 -4.17709e+06 1.02882e+06 4.9435e+06 2.15681e+06 2.51589e+06 2.74179e+06 -1.09274e+06 505378 4.37105e+06 1.69714e+06 46300.5 3.85314e+06 
3.8573e+06 -4.97584e+06 1.226e+06 5.88918e+06 2.56861e+06 2.99734e+06 3.26629e+06 -1.30146e+06 602152 5.20733e+06 2.02135e+06 55499.7 4.5898e+06 
-1.80855e+06 2.33329e+06 -574640 -2.76138e+06 -1.20481e+06 -1.40538e+06 -1.53152e+06 610473 -282364 -2.44167e+06 -948037 -25857.6 -2.15233e+06 
773098 -997433 245633 1.18042e+06 515047 600762 654683 -260968 120699 1.04375e+06 405275 11042.1 920082 
128213 -166315 40420.1 196377 86638.2 99760.3 108897 -43814.8 19985 173513 67966.9 1428.08 153589 
314150 -404744 100080 479323 208464 244044 265867 -105636 49027.5 423871 164171 4768.1 373245 
3.13146e+06 -4.03651e+06 996585 4.77908e+06 2.08098e+06 2.4329e+06 2.6507e+06 -1.05451e+06 488816 4.22607e+06 1.63833e+06 46489 3.72276e+06 
