-15809.4 -13767.5 -12254.6 -10819.4 -9468.04 -8200.56 -7094.42 -6070.72 -5097.66 -4192.88 -3396.12 -2819.41 -2313.53 -1888.83 -1510.67 -1233.73 -1107.97 -996.4 -935.379 -890.321 
4749.2 2842.12 1425.65 103.651 -1115.68 -2228.29 -3183.44 -4055.15 -4854.08 -5602.95 -6224.61 -6608.26 -6924.24 -7155.14 -7334.45 -7405.42 -7335.95 -7236.27 -7075.5 -6912.66 
-31964.8 -29283.6 -27266.3 -25321.4 -23453.4 -21643.2 -20069.5 -18599.6 -17161.6 -15865 -14683.4 -13686.6 -12819.1 -12026.9 -11256.6 -10580 -10129.8 -9645.74 -9191.26 -8773.25 
-24369.3 -21737.8 -19810.2 -17979.7 -16242.6 -14616.1 -13196.2 -11876.7 -10620.4 -9469.56 -8445.55 -7694.54 -7038.94 -6484.13 -5994.14 -5641.81 -5477.5 -5313.27 -5216.98 -5135.11 
34922.6 31994.8 29831.5 27753.5 25751.6 23834.9 22168.2 20607 19091.8 17736 16497.5 15480.8 14596.9 13803 13053.2 12425.2 12029.2 11585.8 11188.6 10823.7 
-10035 -9634.27 -9354 -9080.91 -8810.14 -8544.69 -8312.49 -8095.28 -7875.11 -7685.04 -7499.05 -7336.29 -7189.26 -7051.7 -6919.73 -6803.15 -6712.75 -6604.14 -6494.31 -6390.73 
-21063.5 -19682.4 -18644.3 -17643.8 -16680.6 -15743.4 -14933.5 -14183.2 -13448.5 -12795 -12196.3 -11690.1 -11249.5 -10844.9 -10452.2 -10101.7 -9860.99 -9593.23 -9329 -9083.33 
26391.2 21230.3 17472.7 13847.6 10381.7 7109.33 4263.43 1602.5 -970.153 -3304.25 -5380.45 -7043.69 -8484.98 -9760.73 -10959.4 -11912.6 -12432.7 -12990.3 -13462.8 -13835.9 
-28928 -26224.1 -24226.6 -22308.7 -20471.9 -18721 -17205.6 -15793 -14429.3 -13203.1 -12097.2 -11203.2 -10430.3 -9738.42 -9083.89 -8543.33 -8212.25 -7843.57 -7511.77 -7209.39 
24858.3 22299.9 20401.9 18589.6 16861.7 15221.6 13808.9 12504.1 11249.9 10126.9 9124.93 8329.06 7649.65 7046.05 6477.07 6013.58 5748.35 5451.27 5183.4 4940.52 
-15139.7 -12410.6 -10382.8 -8462.29 -6655.4 -4970.16 -3511.27 -2166.64 -895.545 276.484 1291.41 2024.79 2652.18 3178.52 3650.05 3987.95 4113.73 4226.58 4279.95 4306.41 
